A_0	A_1	R_0	R_1	R_2	R_3	phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	0	0	1	1	#	1	0.03125	0.5	1	116.29406707241536	1983	63	0.6666666666666666	None	60	120
#	0	#	#	#	1	1	0.030927837804918198	0.4989648033126294	3	125.6715623641919	1983	63	0.3333333333333333	None	241	483
#	1	#	#	0	#	1	0.031901019295002754	0.5020661157024794	2	121.98408978557964	1995	64	0.3333333333333333	None	243	484
#	0	0	1	#	#	0	0.23565445268619553	0.7489539748953975	3	111.91282965485684	1991	83	0.5	None	179	239
0	1	1	#	#	#	0	0.030596257441187054	0.4978902953586498	2	118.0593060847934	1937	89	0.5	None	118	237
0	1	#	#	#	#	1	0.03225366579615383	0.5031712473572939	6	113.41921367771081	1995	99	0.3333333333333333	None	238	473
#	0	#	#	0	#	1	0.0009066950830951428	0.2463157894736842	1	118.49140782509137	1961	105	0.3333333333333333	None	117	475
#	1	0	0	#	#	0	0.22733534048886378	0.7435897435897436	2	129.86045435559316	1950	107	0.5	None	174	234
1	#	#	#	#	1	0	0.0009975180130256766	0.251063829787234	1	124.9859526397656	1991	121	0.3333333333333333	None	118	470
1	#	#	1	0	#	0	0.23394348563573347	0.7478632478632479	7	115.05481693944043	1991	121	0.5	None	175	234
#	0	1	#	#	1	1	0.23394348563573347	0.7478632478632479	10	137.28645747908337	1979	123	0.5	None	175	234
1	#	1	#	0	1	0	0.02993716417960346	0.49572649572649574	1	130.65489584068138	1980	124	0.6666666666666666	None	58	117
1	0	#	#	#	#	1	0.03091826203008146	0.4989339019189765	2	136.71338625026675	1983	124	0.3333333333333333	None	234	469
#	1	#	#	0	#	0	0.030587947756977214	0.49786324786324787	1	121.98408978557964	1972	128	0.3333333333333333	None	233	468
0	0	0	#	#	#	0	1.0	1.0	15	111.78207238195219	1993	137	0.5	None	233	233
#	#	0	#	#	#	0	0.09495883142087988	0.6244635193133047	8	112.8363360774284	1993	137	0.16666666666666666	None	582	932
1	#	0	#	#	1	0	0.0009348352892317892	0.24782608695652175	1	118.87625436640326	1991	160	0.5	None	57	230
1	#	#	0	#	1	0	0.0009348352892317892	0.24782608695652175	1	131.68777302408407	1980	160	0.5	None	57	230
#	#	0	0	#	#	1	0.0009873412310663352	0.25054945054945055	1	129.49174026735662	1876	165	0.3333333333333333	None	114	455
1	1	#	#	#	#	1	0.03193829956734161	0.5021834061135371	2	107.4445161559872	1984	174	0.3333333333333333	None	230	458
1	#	1	#	#	#	0	0.032638674220294456	0.5043668122270742	2	123.66049943129535	1980	174	0.3333333333333333	None	231	458
#	#	#	1	0	0	0	0.0932669098545276	0.6222222222222222	2	105.26352882110317	1972	184	0.5	None	140	225
1	#	1	#	0	#	0	0.2373046875	0.75	5	132.29967544551283	1980	185	0.5	None	171	228
1	#	#	1	#	1	0	0.0009982630410102365	0.2511013215859031	2	120.342669086592	1991	185	0.5	None	57	227
#	0	#	1	#	1	1	0.030567711897720097	0.4977973568281938	2	124.1609239316215	1983	191	0.5	None	113	227
#	0	#	#	1	1	1	0.23906771605509994	0.7511111111111111	1	137.09059245774682	1983	191	0.5	None	169	225
0	#	0	#	#	#	0	0.23555207562299793	0.7488888888888889	9	110.2404460780476	1993	201	0.3333333333333333	None	337	450
#	0	#	#	1	#	1	0.2373046875	0.75	16	134.9800599068904	1983	207	0.3333333333333333	None	336	448
0	1	#	#	#	#	0	0.03125	0.5	7	113.41921367771081	1950	210	0.3333333333333333	None	223	446
#	#	0	#	0	#	0	0.23287417951762024	0.7471783295711061	4	117.36853763901418	1991	224	0.3333333333333333	None	331	443
#	0	0	0	#	#	0	0.24638881414181263	0.755656108597285	3	128.104370153632	1993	224	0.5	None	167	221
#	0	1	#	#	#	1	0.23287417951762024	0.7471783295711061	8	131.4198195649466	1979	228	0.3333333333333333	None	331	443
#	0	1	1	0	#	0	0.03271003115460463	0.5045871559633027	1	109.62509736634156	1977	248	0.6666666666666666	None	55	109
1	#	#	#	0	0	0	1.0	1.0	13	131.65939149509376	1972	248	0.5	None	219	219
1	0	0	#	#	#	1	0.029842576058803316	0.4954128440366973	1	129.58689587261637	1983	255	0.5	None	108	218
1	#	0	0	0	#	0	0.2266170619465376	0.7431192660550459	1	132.92840274066089	1928	264	0.6666666666666666	None	81	109
#	#	#	#	1	#	0	0.0073305336378022175	0.3741339491916859	2	119.01750049201198	1993	266	0.16666666666666666	None	324	866
0	#	#	#	#	0	0	0.03198699588818746	0.5023364485981309	2	114.3335280779086	1993	286	0.3333333333333333	None	215	428
#	#	0	0	0	#	0	0.5077696089425827	0.8732394366197183	2	130.43875923546705	1950	288	0.5	None	186	213
1	#	0	#	0	#	0	0.22993555425225484	0.7452830188679245	1	125.94102853219059	1991	288	0.5	None	158	212
0	1	#	#	1	#	1	0.03275213261353153	0.5047169811320755	1	110.74487288585684	1955	291	0.5	None	107	212
#	0	#	#	1	#	0	0.0010115194503649311	0.25176470588235295	1	134.9800599068904	1993	292	0.3333333333333333	None	107	425
1	1	1	0	#	#	0	0.03125	0.5	1	129.63910732433553	1966	302	0.6666666666666666	None	53	106
0	#	0	#	1	#	0	0.23543615595810224	0.7488151658767772	5	116.75512243062028	1993	304	0.5	None	158	211
1	#	#	#	0	#	0	0.23359687474599908	0.7476415094339622	7	130.99840659301634	1991	313	0.3333333333333333	None	317	424
1	#	1	1	0	#	0	0.2373046875	0.75	2	116.26932527571317	1977	313	0.6666666666666666	None	78	104
1	0	#	#	1	#	1	1.0	1.0	30	142.61566499133997	1983	319	0.5	None	209	209
#	0	#	#	#	#	1	0.030879743519488266	0.4988095238095238	5	129.37276253957842	1983	319	0.16666666666666666	None	419	840
1	#	1	0	0	#	0	0.2410954204315711	0.7523809523809524	1	135.78152202510375	1980	321	0.6666666666666666	None	79	105
#	#	#	#	0	0	0	0.23447292177300055	0.7482014388489209	3	123.72558688362975	1972	328	0.3333333333333333	None	312	417
0	1	#	#	0	#	1	0.03125	0.5	1	118.25291859991742	1995	331	0.5	None	104	208
#	1	#	#	#	1	0	0.0009417717088937384	0.24819277108433735	2	115.74357915254944	1937	337	0.3333333333333333	None	103	415
1	1	#	#	#	1	1	1.0	1.0	10	119.34447393609759	1984	375	0.5	None	203	203
1	0	0	#	#	#	0	0.03203513671933109	0.5024875621890548	2	129.58689587261637	1991	391	0.5	None	101	201
#	1	0	1	#	#	0	0.0009525104183198299	0.24875621890547264	1	97.67132370507389	1930	394	0.5	None	50	201
#	#	0	0	0	#	1	3.2090323267008986e-05	0.12626262626262627	1	130.43875923546705	1870	414	0.5	None	25	198
0	#	0	#	#	0	0	0.23532385812437429	0.7487437185929648	1	118.24492900076739	1993	414	0.5	None	149	199
#	#	#	0	0	#	0	0.23630509040673583	0.7493670886075949	3	131.96517688557446	1980	416	0.3333333333333333	None	296	395
#	#	#	#	#	1	1	0.09694512276982362	0.6270543615676359	1	120.73831348160164	1984	424	0.16666666666666666	None	496	791
1	1	1	0	#	#	1	0.029703281230934367	0.494949494949495	1	129.6391073256656	1960	424	0.6666666666666666	None	49	99
#	#	1	#	#	1	1	0.2393191469671438	0.751269035532995	4	134.6833257371191	1979	425	0.3333333333333333	None	296	394
1	1	#	0	1	#	0	0.02967204749949156	0.4948453608247423	1	113.14341524740509	1966	430	0.6666666666666666	None	48	97
#	#	1	0	0	#	0	0.09343698076092326	0.6224489795918368	4	128.60376732287125	1980	444	0.5	None	122	196
1	0	#	#	#	1	1	0.030448760638390616	0.49740932642487046	2	133.91454330511846	1983	447	0.5	None	96	193
#	0	1	#	1	#	1	1.0	1.0	13	141.21168963681143	1979	484	0.5	None	189	189
#	0	1	#	#	1	0	0.0010290540402463715	0.25263157894736843	1	137.28645747908337	1980	489	0.5	None	48	190
#	0	#	1	#	#	1	0.029631185922160484	0.4947089947089947	1	121.15555702577677	1983	489	0.3333333333333333	None	187	378
1	#	#	#	#	#	1	0.030418930639496904	0.49731182795698925	2	121.97972535995109	1984	512	0.16666666666666666	None	370	744
#	0	0	1	0	#	0	1.0	1.0	7	106.1751180476217	1991	519	0.6666666666666666	None	93	93
0	#	#	#	#	#	0	0.03125	0.5	1	116.26070275830922	1993	529	0.16666666666666666	None	367	734
0	#	0	#	0	0	0	0.23299017196734473	0.7472527472527473	1	115.84090898986759	1950	542	0.6666666666666666	None	68	91
#	#	0	0	#	#	0	0.24059140593162093	0.7520661157024794	5	129.49174026735662	1993	542	0.3333333333333333	None	273	363
0	1	1	#	1	#	1	0.03304551584475798	0.5056179775280899	1	107.97928753278475	1955	547	0.6666666666666666	None	45	89
#	#	1	#	1	#	1	0.23510336054033673	0.7486033519553073	7	125.00310064873695	1979	556	0.3333333333333333	None	268	358
#	1	1	#	0	#	1	0.03125	0.5	1	128.59800049733627	1938	566	0.5	None	89	178
1	0	1	#	#	#	0	0.03125	0.5	1	137.54401178450308	1980	572	0.5	None	89	178
#	0	0	1	0	#	1	0.0	0.0	2	106.17511805439553	583	583	0.6666666666666666	None	0	89
#	#	0	#	1	#	0	0.03125	0.5	1	109.20896399310507	1993	586	0.3333333333333333	None	176	352
#	#	#	0	#	#	0	0.09522989570788608	0.6248196248196248	7	134.2904874229772	1993	608	0.16666666666666666	None	433	693
#	0	1	#	#	#	0	0.0010642235540975387	0.2543352601156069	1	131.4198195649466	1980	617	0.3333333333333333	None	88	346
#	#	1	0	#	#	0	0.03125	0.5	1	132.70708392622305	1980	622	0.3333333333333333	None	172	344
#	#	#	1	0	#	0	0.03125	0.5	2	108.2286291831452	1991	632	0.3333333333333333	None	171	342
#	#	1	#	#	#	1	0.09452645425322018	0.6238938053097345	8	125.07022601491512	1979	638	0.16666666666666666	None	423	678
#	1	0	1	1	#	0	0.0009765625	0.25	1	89.63232107089291	1930	650	0.6666666666666666	None	21	84
0	1	#	0	#	#	0	1.0	1.0	10	134.83293629315193	1950	657	0.5	None	167	167
#	0	0	0	0	#	0	1.0	1.0	2	124.55225448401711	1928	672	0.6666666666666666	None	83	83
#	#	1	#	1	1	1	0.5241073981293608	0.8787878787878788	5	137.80495553733348	1979	680	0.5	None	145	165
1	1	#	0	#	#	0	0.029390424182833014	0.49390243902439024	2	129.33378721505224	1966	686	0.5	None	81	164
0	#	#	0	#	#	0	0.23980260955266391	0.7515723270440252	2	123.71420948473035	1993	721	0.3333333333333333	None	239	318
#	1	#	0	#	#	0	0.23606743948074138	0.7492163009404389	5	131.38031223490646	1966	721	0.3333333333333333	None	239	319
#	#	#	0	#	0	0	0.24235354248336288	0.7531645569620253	10	134.6703879174896	1993	734	0.3333333333333333	None	238	316
#	0	1	#	1	#	0	0.0	0.0	1	141.21168963681146	740	740	0.5	None	0	157
#	0	1	1	#	#	1	0.22733534048886378	0.7435897435897436	1	127.80650127983952	1961	745	0.5	None	116	156
#	#	1	#	0	#	1	0.03073771602291326	0.49834983498349833	3	126.11547395942614	1961	786	0.3333333333333333	None	151	303
#	1	1	#	#	#	1	0.03125	0.5	1	113.39041026660524	1960	786	0.3333333333333333	None	151	302
#	0	1	#	0	#	1	0.02822818522874137	0.4899328859060403	3	115.39148965127599	1961	809	0.5	None	73	149
1	#	1	0	#	#	0	0.03125	0.5	2	137.93415398573435	1980	828	0.5	None	74	148
#	1	#	#	0	1	1	0.2400448973229144	0.7517241379310344	4	120.21038508001	1984	834	0.5	None	109	145
#	#	0	1	#	#	0	0.0317906446042157	0.5017182130584192	2	102.27753494804497	1991	839	0.3333333333333333	None	146	291
#	1	#	0	#	#	1	0.0009936947572617002	0.2508710801393728	1	131.38031223490646	1960	849	0.3333333333333333	None	72	287
#	#	0	#	0	0	0	0.4998651396356849	0.8705035971223022	1	124.57915308363253	1950	885	0.5	None	121	139
#	#	#	1	1	1	1	0.515588704712993	0.8759124087591241	1	122.03465658423895	1983	902	0.5	None	120	137
#	#	0	1	1	#	0	0.007415771484375	0.375	1	101.61945931528359	1968	906	0.5	None	51	136
1	0	0	#	#	1	0	0.03125	0.5	1	122.32266526475497	1991	928	0.6666666666666666	None	33	66
#	#	#	#	#	0	0	0.0992287093169985	0.6299810246679317	4	117.08446654995014	1993	942	0.16666666666666666	None	332	527
0	#	1	#	0	#	1	0.2403865252435786	0.751937984496124	3	111.55085133335476	1961	950	0.5	None	97	129
#	0	1	0	0	#	0	0.03125	0.5	1	114.13642932489189	1980	956	0.6666666666666666	None	33	66
#	#	#	#	1	#	1	0.09426789576530518	0.6235521235521235	4	119.01750049201198	1983	959	0.16666666666666666	None	323	518
#	1	#	#	#	1	1	0.2373046875	0.75	6	115.74357915254944	1984	974	0.3333333333333333	None	192	256
#	#	#	0	0	0	0	0.5071199549732823	0.873015873015873	1	134.31177889451578	1950	990	0.5	None	110	126
#	#	1	1	#	1	1	0.5100306659634899	0.8740157480314961	5	129.31713365320925	1961	995	0.5	None	111	127
#	#	1	0	#	0	0	0.094606929690624	0.624	1	128.66089603789717	1966	1006	0.5	None	78	125
1	#	#	#	#	#	0	0.031882570564059055	0.5020080321285141	1	121.97972535995109	1991	1006	0.16666666666666666	None	250	498
#	#	1	1	#	1	0	3.879723361468997e-05	0.13114754098360656	1	129.31713365321056	1977	1014	0.5	None	16	122
#	#	0	1	0	#	0	0.09381424937119162	0.6229508196721312	1	105.50447899510435	1991	1031	0.5	None	76	122
#	#	0	0	#	0	0	0.512908935546875	0.875	2	136.94235431971032	1993	1033	0.5	None	105	120
#	1	#	#	0	1	0	0.0009765625	0.25	2	120.21038508003015	1881	1038	0.5	None	30	120
#	1	#	0	#	1	1	0.032585279083595056	0.5042016806722689	1	128.7320726809027	1960	1041	0.5	None	60	119
#	#	#	#	1	1	1	0.24932205634526847	0.7574468085106383	2	125.20276927349542	1983	1059	0.3333333333333333	None	178	235
0	#	1	#	0	1	1	0.24432505180968345	0.7543859649122807	1	114.70127650946986	1961	1065	0.6666666666666666	None	43	57
#	1	#	0	#	0	0	1.0	1.0	10	133.08893306727418	1966	1070	0.5	None	114	114
1	#	#	#	1	0	0	0.029891514349462245	0.49557522123893805	1	106.65718565542126	1966	1098	0.5	None	56	113
#	#	#	1	#	0	0	0.030561701021131597	0.49777777777777776	1	95.98398386579106	1972	1098	0.3333333333333333	None	112	225
1	#	#	0	#	0	0	0.2445834327635345	0.7545454545454545	4	137.89487078832838	1966	1112	0.5	None	83	110
0	#	#	0	#	1	0	0.23363131129320844	0.7476635514018691	1	123.38840995229542	1937	1121	0.5	None	80	107
0	#	1	#	#	1	1	0.24486155808474971	0.7547169811320755	2	125.67909074698198	1979	1142	0.5	None	80	106
#	#	1	1	0	1	1	0.21574646429773925	0.7358490566037735	1	119.07039055364109	1961	1142	0.6666666666666666	None	39	53
1	#	#	0	0	#	0	0.2266170619465376	0.7431192660550459	2	136.95880436717138	1980	1148	0.5	None	81	109
#	0	#	0	0	#	0	0.23363131129320844	0.7476635514018691	2	124.11039554507322	1980	1148	0.5	None	80	107
1	#	0	1	1	1	1	1.0	1.0	2	111.59603457630837	1983	1151	0.8333333333333334	None	26	26
1	#	0	#	#	#	0	0.03050951233621794	0.49760765550239233	1	116.67198895099122	1991	1162	0.3333333333333333	None	104	209
0	#	1	#	#	#	1	0.2373046875	0.75	5	120.10829910829959	1979	1173	0.3333333333333333	None	153	204
#	#	1	1	#	#	1	0.22965034521487823	0.7450980392156863	1	114.49987598735683	1961	1187	0.3333333333333333	None	152	204
1	0	#	#	0	#	0	1.0	1.0	20	130.38029685534997	1991	1212	0.5	None	99	99
#	#	0	#	#	0	0	0.23122027609777873	0.7461139896373057	4	114.46669586176316	1993	1226	0.3333333333333333	None	144	193
0	#	0	#	#	#	1	0.0010583532497287402	0.25405405405405407	2	110.2404460780476	1995	1264	0.3333333333333333	None	47	185
1	#	#	1	1	1	1	1.0	1.0	3	124.28511008171111	1983	1265	0.6666666666666666	None	45	45
0	0	1	#	#	#	1	1.0	1.0	5	115.64172019038969	1979	1275	0.5	None	90	90
1	#	#	1	#	1	1	0.2286448723941134	0.7444444444444445	1	120.34266909416166	1984	1279	0.5	None	67	90
1	0	0	#	0	#	0	1.0	1.0	2	126.99914635542979	1991	1287	0.6666666666666666	None	45	45
#	0	#	1	0	#	0	0.24178200811271477	0.7528089887640449	1	109.36633829998489	1991	1287	0.5	None	67	89
0	0	#	0	#	#	0	0.03125	0.5	1	118.23544413572439	1993	1289	0.5	None	44	88
1	0	#	#	1	#	0	0.0	0.0	2	142.61566497808485	1300	1300	0.5	None	0	87
0	#	1	#	#	#	0	0.0009473262302489205	0.24848484848484848	1	120.10829910829959	1937	1321	0.3333333333333333	None	41	165
#	0	1	1	#	1	1	0.22824833264848604	0.7441860465116279	1	135.82318383873297	1961	1321	0.6666666666666666	None	32	43
#	#	#	0	0	1	0	0.09091180653955425	0.6190476190476191	1	127.20469373060057	1980	1323	0.5	None	52	84
0	#	0	0	#	1	0	1.0	1.0	1	116.66355992544707	1889	1323	0.6666666666666666	None	41	41
#	#	1	1	1	1	1	1.0	1.0	1	133.25730296959668	1955	1379	0.6666666666666666	None	39	39
#	#	#	#	0	#	0	0.09381424937119162	0.6229508196721312	1	119.88883228190164	1991	1396	0.16666666666666666	None	190	305
#	#	1	#	0	1	1	0.0867926285695473	0.6133333333333333	1	127.79372089134878	1961	1398	0.5	None	46	75
#	1	0	#	#	0	0	0.22149019143884427	0.7397260273972602	1	111.30210823190032	1950	1418	0.5	None	54	73
0	#	#	#	1	0	1	0.028986493767943825	0.4925373134328358	1	116.06650566444077	1766	1446	0.5	None	33	67
#	1	0	#	#	#	1	0.037384270274211276	0.5182481751824818	2	109.09245390769149	1995	1446	0.3333333333333333	None	71	137
1	#	1	#	1	1	1	1.0	1.0	2	140.39754688957936	1960	1448	0.6666666666666666	None	35	35
#	1	#	0	#	0	1	0.0	0.0	2	133.0889388631952	1454	1454	0.5	None	0	66
#	#	1	1	0	#	0	0.007415771484375	0.375	1	113.98458090098548	1977	1465	0.5	None	24	64
#	#	#	#	0	1	1	0.032442611706174254	0.5037593984962406	1	116.9029703324407	1984	1470	0.3333333333333333	None	67	133
#	1	1	#	#	1	1	0.2373046875	0.75	2	125.87113920362388	1960	1470	0.5	None	48	64
1	#	#	1	1	#	1	0.20346349914002398	0.7272727272727273	1	100.27298188042064	1983	1471	0.5	None	48	66
#	1	0	#	#	0	1	0.0009765625	0.25	2	111.30211909159587	1995	1483	0.5	None	16	64
0	1	#	1	#	#	1	1.0	1.0	9	104.53356897523187	1995	1483	0.5	None	64	64
0	0	#	#	#	1	1	0.03125	0.5	1	117.34731508200863	1979	1485	0.5	None	32	64
#	1	#	0	#	1	0	0.02884733658986194	0.49206349206349204	1	128.73207525846328	1937	1489	0.5	None	31	63
#	#	#	1	#	1	1	0.2216569762139915	0.7398373983739838	1	116.81169705608124	1984	1519	0.3333333333333333	None	91	123
1	#	1	1	#	#	1	0.022132674897119342	0.4666666666666667	2	107.80023593364538	1839	1519	0.5	None	28	60
#	0	0	#	1	#	0	0.03398961265408045	0.5084745762711864	1	123.43647401520197	1993	1520	0.5	None	30	59
0	#	1	#	#	0	1	0.21574646429773925	0.7358490566037735	1	106.93452735082744	1938	1557	0.5	None	39	53
0	#	1	1	#	#	1	1.0	1.0	7	113.53133054888974	1961	1557	0.5	None	54	54
#	1	1	0	#	#	0	0.22965034521487823	0.7450980392156863	1	132.34278866226623	1966	1582	0.5	None	38	51
1	#	#	#	1	1	1	1.0	1.0	6	127.03271858103945	1983	1585	0.5	None	50	50
#	#	0	1	#	#	1	0.028247524899999998	0.49	1	102.27753494750678	1995	1606	0.3333333333333333	None	49	100
0	0	#	#	#	#	0	0.03125	0.5	2	117.85893510481586	1993	1609	0.3333333333333333	None	49	98
0	0	1	#	#	#	0	0.0	0.0	1	115.64287657564066	1641	1641	0.5	None	0	43
#	#	#	0	#	0	1	0.0009765625	0.25	1	134.6703879234544	1935	1646	0.3333333333333333	None	22	88
0	0	#	#	1	#	1	0.027781404364645906	0.4883720930232558	1	125.0061089780951	1979	1659	0.5	None	21	43
0	#	1	1	#	0	1	1.0	1.0	1	92.93574177898496	1938	1685	0.6666666666666666	None	18	18
#	1	#	#	0	0	0	0.2588642078729486	0.7631578947368421	1	122.76347254895084	1972	1688	0.5	None	29	38
1	#	0	#	#	0	0	0.2373046875	0.75	1	115.70135518275167	1930	1738	0.5	None	24	32
#	#	#	0	#	1	0	0.02884733658986194	0.49206349206349204	1	129.87192038610905	1980	1745	0.3333333333333333	None	31	63
1	#	#	#	1	#	1	0.21208362139917689	0.7333333333333333	1	111.62534720769658	1983	1757	0.3333333333333333	None	44	60
#	#	0	#	1	#	1	0.03125	0.5	1	109.20893035300443	1983	1766	0.3333333333333333	None	28	56
1	#	#	#	#	1	1	0.22190066239999998	0.74	2	124.9859866831392	1984	1792	0.3333333333333333	None	37	50
#	#	0	#	#	#	1	0.007671463832394035	0.37755102040816324	1	112.8363360802579	1995	1803	0.16666666666666666	None	37	98
0	#	#	#	1	#	1	0.03125	0.5	1	122.2088030256424	1979	1805	0.3333333333333333	None	24	48
1	#	#	0	1	#	1	0.20346349914002398	0.7272727272727273	1	129.61195485196032	1960	1819	0.5	None	16	22
#	1	1	1	#	1	1	1.0	1.0	1	116.87039999999999	1955	1839	0.6666666666666666	None	9	9
1	#	1	1	#	1	1	0.13168724279835387	0.6666666666666666	1	131.89087999999998	1839	1839	0.6666666666666666	None	6	9
0	#	#	0	#	#	1	0.0006916460905349794	0.23333333333333334	1	123.723737757212	1979	1873	0.3333333333333333	None	7	30
0	#	0	0	#	#	0	1.0	1.0	1	127.504648704	1993	1889	0.5	None	13	13
0	0	#	1	#	#	1	0.008416533573215765	0.38461538461538464	1	111.73114777600001	1961	1897	0.5	None	5	13
0	0	0	#	#	#	1	0.0	0.0	1	112.61624576	1909	1909	0.5	None	0	12
0	#	1	0	1	#	1	0.03125	0.5	1	125.75	1979	1915	0.6666666666666666	None	2	4
0	#	#	1	#	#	1	0.2373046875	0.75	2	111.9044174308049	1995	1922	0.3333333333333333	None	15	20
#	0	0	#	0	#	0	1.0	1.0	1	115.816	1991	1928	0.5	None	9	9
1	1	0	#	#	0	0	1.0	1.0	1	112.75	1930	1930	0.6666666666666666	None	4	4
#	0	1	#	1	0	0	0.0	0.0	1	122.75	1935	1935	0.6666666666666666	None	0	4
#	#	1	1	1	#	1	0.401877572016461	0.8333333333333334	1	116.88	1955	1955	0.5	None	5	6
0	#	0	1	#	#	1	0.0	0.0	1	97.0	1995	1995	0.5	None	0	1
