A_0	A_1	R_0	R_1	R_2	R_3	phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	0	1	0	#	0	0.09821766655847401	0.6286919831223629	1	165.1230002191378	2869	1031	0.5	None	149	237
#	#	0	0	#	0	0	0.5098376333921032	0.8739495798319328	2	197.72207813382397	2904	1033	0.5	None	208	238
#	1	#	#	0	1	0	0.001039954939090475	0.25316455696202533	2	171.61557689411825	2731	1038	0.5	None	60	237
#	1	#	0	#	1	1	0.03125	0.5	1	170.07282838480074	2856	1041	0.5	None	119	238
#	#	#	#	1	1	1	0.24151509849409084	0.7526427061310782	2	176.975577690173	2943	1059	0.3333333333333333	None	356	473
0	#	1	#	0	1	1	0.24070441269615173	0.7521367521367521	1	166.27862450514144	2857	1065	0.6666666666666666	None	88	117
#	1	#	0	#	0	0	1.0	1.0	19	187.12318666669483	2926	1070	0.5	None	233	233
1	#	#	#	1	0	0	0.029914729255417254	0.4956521739130435	1	162.68875789262216	2926	1098	0.5	None	114	230
#	#	#	1	#	0	0	0.030579424113337098	0.49783549783549785	1	161.21658466147474	2932	1098	0.3333333333333333	None	230	462
1	#	#	0	#	0	0	0.24082546701511512	0.7522123893805309	5	185.17195332924686	2926	1112	0.5	None	170	226
0	#	#	0	#	1	0	0.23556747178726203	0.748898678414097	4	174.721803507664	2897	1121	0.5	None	170	227
0	#	1	#	#	1	1	0.23906771605509994	0.7511111111111111	3	174.97132803009333	2915	1142	0.5	None	169	225
#	#	1	1	0	1	1	0.22698868709122902	0.7433628318584071	1	170.55085985265	2927	1142	0.6666666666666666	None	84	113
1	#	#	0	0	#	0	0.23207791712921816	0.7466666666666667	2	181.4062070796896	2940	1148	0.5	None	168	225
#	0	#	0	0	#	0	0.2373046875	0.75	2	173.73534500949796	2940	1148	0.5	None	168	224
1	#	0	1	1	1	1	1.0	1.0	2	163.38531184885454	2943	1151	0.8333333333333334	None	56	56
1	#	0	#	#	#	0	0.030552483473538807	0.49774774774774777	1	170.36907635594702	2912	1162	0.3333333333333333	None	221	444
0	#	1	#	#	#	1	0.2355204498291332	0.748868778280543	9	173.9159541416712	2915	1173	0.3333333333333333	None	331	442
#	#	1	1	#	#	1	0.2355204498291332	0.748868778280543	1	172.6050388146595	2927	1187	0.3333333333333333	None	331	442
1	0	#	#	0	#	0	1.0	1.0	27	175.08536804864465	2940	1212	0.5	None	216	216
#	#	0	#	#	0	0	0.2345517627009267	0.7482517482517482	5	177.77790552029268	2904	1226	0.3333333333333333	None	321	429
0	#	0	#	#	#	1	0.0009309368989650356	0.24761904761904763	2	173.16296258003462	2891	1264	0.3333333333333333	None	104	420
1	#	#	1	1	1	1	1.0	1.0	3	179.84299276367827	2943	1265	0.6666666666666666	None	105	105
0	0	1	#	#	#	1	1.0	1.0	13	163.76934392125062	2901	1275	0.5	None	208	208
1	#	#	1	#	1	1	0.2373046875	0.75	2	175.49775044915197	2943	1279	0.5	None	156	208
#	0	#	1	0	#	0	0.2354001653509851	0.748792270531401	3	165.4375102270756	2873	1287	0.5	None	155	207
0	0	#	0	#	#	0	0.03125	0.5	1	175.30360986257898	2889	1289	0.5	None	103	206
1	0	#	#	1	#	0	0.0	0.0	2	195.26212737200183	1300	1300	0.5	None	0	206
0	#	1	#	#	#	0	0.0009887389392669117	0.2506203473945409	1	173.9159541416712	2897	1321	0.3333333333333333	None	101	403
#	0	1	1	#	1	1	0.22965034521487823	0.7450980392156863	1	189.73781172868604	2857	1321	0.6666666666666666	None	76	102
#	#	#	0	0	1	0	0.09583814855191733	0.625615763546798	1	170.7358690987152	2940	1323	0.5	None	127	203
0	#	0	0	#	1	0	1.0	1.0	1	171.4620801973234	2849	1323	0.6666666666666666	None	101	101
#	#	1	1	1	1	1	1.0	1.0	4	192.94645298671412	2915	1379	0.6666666666666666	None	98	98
#	#	#	#	0	#	0	0.095984295246478	0.6258064516129033	3	175.58035085819665	2940	1396	0.16666666666666666	None	485	775
#	#	1	#	0	1	1	0.09199279089548915	0.6205128205128205	1	171.35483017454186	2927	1398	0.5	None	121	195
#	1	0	#	#	0	0	0.23524118101521485	0.7486910994764397	3	179.15901474386385	2904	1418	0.5	None	143	191
0	#	#	#	1	0	1	0.03125	0.5	1	165.25664925260475	2854	1446	0.5	None	93	186
#	1	0	#	#	#	1	0.03167343555665732	0.5013477088948787	2	167.88510140661597	2891	1446	0.3333333333333333	None	186	371
1	#	1	#	1	1	1	1.0	1.0	3	197.36296450194038	2922	1448	0.6666666666666666	None	95	95
#	1	#	0	#	0	1	0.0	0.0	3	187.12318666669483	1454	1454	0.5	None	0	185
#	#	1	1	0	#	0	0.007415771484375	0.375	1	166.83301872600623	2932	1465	0.5	None	69	184
#	#	#	#	0	1	1	0.03125	0.5	1	171.72487895954436	2927	1470	0.3333333333333333	None	184	368
#	1	1	#	#	1	1	0.2373046875	0.75	3	175.13043473231988	2927	1470	0.5	None	138	184
1	#	#	1	1	#	1	0.2373046875	0.75	3	170.5789864345241	2943	1471	0.5	None	138	184
#	1	0	#	#	0	1	0.0009240716125811003	0.24725274725274726	2	179.15901474386385	2891	1483	0.5	None	45	182
0	1	#	1	#	#	1	1.0	1.0	20	161.8247088528025	2915	1483	0.5	None	181	181
0	0	#	#	#	1	1	0.03125	0.5	1	169.43095444472846	2875	1485	0.5	None	91	182
#	1	#	0	#	1	0	0.03125	0.5	1	170.07282838480074	2897	1489	0.5	None	91	182
#	#	#	1	#	1	1	0.23399965993447927	0.7478991596638656	1	174.96007543456577	2943	1519	0.3333333333333333	None	267	357
1	#	1	1	#	#	1	0.02871760421978652	0.49162011173184356	3	170.52871073290913	2927	1519	0.5	None	88	179
#	0	0	#	1	#	0	0.03125	0.5	2	172.80107277600135	2928	1520	0.5	None	89	178
0	#	1	#	#	0	1	0.22824833264848604	0.7441860465116279	2	164.3020378837295	2901	1557	0.5	None	128	172
0	#	1	1	#	#	1	1.0	1.0	12	163.9378539479318	2915	1557	0.5	None	173	173
#	1	1	0	#	#	0	0.23268800595412076	0.7470588235294118	2	176.7228572393049	2926	1582	0.5	None	127	170
1	#	#	#	1	1	1	1.0	1.0	14	178.29272559649823	2943	1585	0.5	None	170	170
#	#	0	1	#	#	1	0.02986747807348717	0.4954954954954955	1	165.56400815642786	2943	1606	0.3333333333333333	None	165	333
0	0	#	#	#	#	0	0.03125	0.5	2	171.02892971396923	2928	1609	0.3333333333333333	None	167	334
0	0	1	#	#	#	0	0.0	0.0	3	163.76934392125062	1641	1641	0.5	None	0	161
#	#	#	0	#	0	1	0.0009466088849613418	0.2484472049689441	1	187.824796541966	2895	1646	0.3333333333333333	None	80	322
0	0	#	#	1	#	1	0.030291484318762937	0.4968944099378882	1	169.86536925673195	2875	1659	0.5	None	80	161
0	#	1	1	#	0	1	1.0	1.0	1	149.35579549658695	2901	1685	0.6666666666666666	None	78	78
#	1	#	#	0	0	0	0.24762075575478368	0.7564102564102564	3	182.61185110591427	2932	1688	0.5	None	118	156
1	#	0	#	#	0	0	0.23207791712921816	0.7466666666666667	6	177.77937458584194	2904	1738	0.5	None	112	150
#	#	#	0	#	1	0	0.03125	0.5	1	174.5007928801555	2940	1745	0.3333333333333333	None	151	302
1	#	#	#	1	#	1	0.23863935616512075	0.7508417508417509	4	173.48536235424058	2943	1757	0.3333333333333333	None	223	297
#	#	0	#	1	#	1	0.03178692900760871	0.5017064846416383	1	167.53015221805987	2943	1766	0.3333333333333333	None	147	293
1	#	#	#	#	1	1	0.23592980888821863	0.7491289198606271	4	175.54088690208013	2943	1792	0.3333333333333333	None	215	287
#	#	0	#	#	#	1	0.007243319231563704	0.3732394366197183	1	173.365331497552	2943	1803	0.16666666666666666	None	212	568
0	#	#	#	1	#	1	0.03070558824784353	0.4982456140350877	1	168.37409591785234	2915	1805	0.3333333333333333	None	142	285
1	#	#	0	1	#	1	0.22900814666525524	0.7446808510638298	1	173.7396013814671	2922	1819	0.5	None	105	141
#	1	1	1	#	1	1	1.0	1.0	1	173.09945353740756	2927	1839	0.6666666666666666	None	69	69
1	#	1	1	#	1	1	0.22059995870325735	0.7391304347826086	1	182.73603264599018	2927	1839	0.6666666666666666	None	51	69
0	#	#	0	#	#	1	0.0009058279302482445	0.2462686567164179	2	184.54565963646695	2875	1873	0.3333333333333333	None	66	268
0	#	0	0	#	#	0	1.0	1.0	7	185.5290466104454	2889	1889	0.5	None	132	132
0	0	#	1	#	#	1	0.027831934370136695	0.48854961832061067	1	161.18674702858533	2901	1897	0.5	None	64	131
0	0	0	#	#	#	1	0.0	0.0	1	170.56827990848538	1909	1909	0.5	None	0	130
0	#	1	0	1	#	1	0.03125	0.5	1	174.13336880656533	2875	1915	0.6666666666666666	None	32	64
0	#	#	1	#	#	1	0.23575772610428447	0.7490196078431373	6	163.79659455928072	2915	1922	0.3333333333333333	None	191	255
#	0	0	#	0	#	0	1.0	1.0	19	178.4399288870901	2912	1928	0.5	None	126	126
#	0	1	#	1	0	0	0.0	0.0	1	166.2687124625052	1935	1935	0.6666666666666666	None	0	63
#	#	1	1	1	#	1	0.5248365401953523	0.8790322580645161	2	177.5697907406521	2915	1955	0.5	None	109	124
0	#	0	1	#	#	1	0.02744384574697083	0.48717948717948717	1	158.27364663668934	2891	1995	0.5	None	57	117
0	#	#	1	#	#	0	0.001041071249570595	0.2532188841201717	1	163.79659455928072	2928	2005	0.3333333333333333	None	59	233
1	#	1	#	#	1	1	0.22059995870325735	0.7391304347826086	1	180.02761009127488	2927	2031	0.5	None	85	115
1	#	0	#	1	#	1	0.2373046875	0.75	1	166.85185009565026	2943	2047	0.5	None	84	112
#	#	#	1	#	#	1	0.09409134703184555	0.6233183856502242	3	172.1643361648515	2943	2050	0.16666666666666666	None	278	446
#	#	1	#	1	#	0	0.0009333586897964741	0.24774774774774774	1	181.16733069722616	2926	2061	0.3333333333333333	None	55	222
0	#	#	#	#	1	0	0.03197001585040907	0.502283105022831	1	173.91671418960865	2928	2065	0.3333333333333333	None	110	219
1	#	#	1	1	#	0	0.0008086264863240104	0.24074074074074073	1	170.5789864356991	2890	2077	0.5	None	26	108
0	1	#	0	#	#	1	0.0	0.0	1	187.816805986706	2078	2078	0.5	None	0	108
#	0	#	#	0	#	0	0.2428749773660278	0.7534883720930232	4	171.78150425436382	2940	2080	0.3333333333333333	None	162	215
1	#	#	#	0	0	1	0.0	0.0	1	179.90932915559574	2100	2100	0.5	None	0	105
#	0	0	#	1	0	1	0.03125	0.5	1	171.2427855824726	2781	2132	0.6666666666666666	None	25	50
0	#	#	1	#	0	1	0.22578726766449214	0.7425742574257426	1	157.7282372609034	2901	2133	0.5	None	75	101
1	#	1	#	1	#	1	0.23333647121053863	0.7474747474747475	1	180.2263293042169	2922	2154	0.5	None	74	99
0	0	#	#	#	#	1	0.030440458544253514	0.4973821989528796	2	171.02892971396923	2901	2179	0.3333333333333333	None	95	191
1	#	0	#	1	0	0	0.028064020595835334	0.48936170212765956	1	164.44314517505813	2890	2186	0.6666666666666666	None	23	47
0	0	#	#	0	#	0	0.03125	0.5	1	166.42430050427157	2869	2188	0.5	None	47	94
1	#	#	#	1	1	0	0.0	0.0	2	178.2927256104419	2203	2203	0.5	None	0	95
#	1	#	0	1	1	0	0.027781404364645906	0.4883720930232558	1	163.0902153719742	2897	2257	0.6666666666666666	None	21	43
0	1	#	0	0	#	1	0.0	0.0	1	189.6381669324679	2270	2270	0.6666666666666666	None	0	42
0	1	1	1	#	1	0	0.0	0.0	1	170.2368613552108	2275	2275	0.8333333333333334	None	0	21
#	0	#	#	#	#	0	0.03173373692798732	0.5015384615384615	2	177.23721981527723	2940	2297	0.16666666666666666	None	163	325
0	#	0	1	#	#	0	0.0357074950308936	0.5135135135135135	1	158.27364715056325	2928	2352	0.5	None	38	74
#	1	#	#	#	0	0	0.2373046875	0.75	3	170.30838163171887	2932	2356	0.3333333333333333	None	108	144
#	1	1	#	0	0	0	0.2373046875	0.75	1	172.38037075293371	2932	2356	0.6666666666666666	None	27	36
#	0	#	0	#	#	0	0.03125	0.5	1	179.99668883800067	2940	2364	0.3333333333333333	None	72	144
0	#	#	#	#	#	1	0.029628386460121205	0.49469964664310956	1	175.7239051123468	2915	2379	0.16666666666666666	None	140	283
1	0	#	#	#	0	1	0.03365275096687763	0.5074626865671642	1	176.14416584964187	2895	2388	0.5	None	34	67
#	1	1	0	1	#	0	0.2373046875	0.75	2	165.44495641858242	2926	2414	0.6666666666666666	None	24	32
