A_0	A_1	R_0	R_1	R_2	R_3	phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1	0	0	#	#	#	1	0.029639526626358634	0.49473684210526314	1	67.08988077727365	989	255	0.5	None	47	95
1	#	0	0	0	#	0	0.22900814666525524	0.7446808510638298	1	68.74901581657775	928	264	0.6666666666666666	None	35	47
#	#	#	#	1	#	0	0.007315829934510673	0.37398373983739835	1	56.4156359700127	977	266	0.16666666666666666	None	138	369
0	#	#	#	#	0	0	0.03039622655733291	0.4972375690607735	1	54.77098048350289	990	286	0.3333333333333333	None	90	181
#	#	0	0	0	#	0	0.512908935546875	0.875	1	69.93672650995603	990	288	0.5	None	77	88
1	#	0	#	0	#	0	0.2373046875	0.75	1	64.61839653673454	967	288	0.5	None	66	88
0	1	#	#	1	#	1	0.03300518693103458	0.5054945054945055	1	55.55132102605971	995	291	0.5	None	46	91
#	0	#	#	1	#	0	0.0009765625	0.25	1	63.05942403790734	944	292	0.3333333333333333	None	44	176
1	1	1	0	#	#	0	0.03125	0.5	1	68.8149114132747	942	302	0.6666666666666666	None	21	42
0	#	0	#	1	#	0	0.23279332323579968	0.7471264367816092	1	60.39287777769588	944	304	0.5	None	65	87
1	#	#	#	0	#	0	0.2373046875	0.75	4	66.31885769581837	967	313	0.3333333333333333	None	129	172
1	#	1	1	0	#	0	0.2373046875	0.75	2	59.589610474892844	952	313	0.6666666666666666	None	30	40
1	0	#	#	1	#	1	1.0	1.0	17	71.51464728689952	989	319	0.5	None	85	85
#	0	#	#	#	#	1	0.032657434234869644	0.504424778761062	4	60.80184229457516	989	319	0.16666666666666666	None	171	339
1	#	1	0	0	#	0	0.24710935412080362	0.7560975609756098	1	72.01889172652753	956	321	0.6666666666666666	None	31	41
#	#	#	#	0	0	0	0.22569714741830935	0.7425149700598802	1	61.69614271430822	990	328	0.3333333333333333	None	124	167
0	1	#	#	0	#	1	0.029412288803337433	0.4939759036144578	1	65.0259687741344	950	331	0.5	None	41	83
#	1	#	#	#	1	0	0.001135817171045126	0.25766871165644173	1	63.464725111664464	977	337	0.3333333333333333	None	42	163
1	1	#	#	#	1	1	1.0	1.0	4	65.73189934660374	974	375	0.5	None	75	75
1	0	0	#	#	#	0	0.03125	0.5	1	67.08988083118551	967	391	0.5	None	39	78
#	1	0	1	#	#	0	0.0010434260806584366	0.25333333333333335	1	53.769861279526836	970	394	0.5	None	19	75
#	#	0	0	0	#	1	2.8483820915489233e-05	0.1232876712328767	1	69.93672684246833	974	414	0.5	None	9	73
0	#	0	#	#	0	0	0.22680616162054318	0.7432432432432432	1	61.68344091977285	990	414	0.5	None	55	74
#	#	#	0	0	#	0	0.2373046875	0.75	2	70.29766824177668	990	416	0.3333333333333333	None	108	144
#	#	#	#	#	1	1	0.09437471893455057	0.6236933797909407	1	63.95194600634958	995	424	0.16666666666666666	None	179	287
1	1	1	0	#	#	1	0.027033631225084783	0.4857142857142857	1	68.81703035780463	766	424	0.6666666666666666	None	17	35
#	#	1	#	#	1	1	0.23178621541003852	0.7464788732394366	3	64.85517789716161	995	425	0.3333333333333333	None	106	142
1	1	#	0	1	#	0	0.03125	0.5	1	55.38219859756824	942	430	0.6666666666666666	None	17	34
#	#	1	0	0	#	0	0.0874685803534242	0.6142857142857143	2	66.27070821144855	956	444	0.5	None	43	70
1	0	#	#	#	1	1	0.028986493767943825	0.4925373134328358	2	71.55988788757557	959	447	0.5	None	33	67
#	0	1	#	1	#	1	1.0	1.0	6	62.97454305174897	973	484	0.5	None	64	64
#	0	1	#	#	1	0	0.0010565673013513768	0.25396825396825395	1	66.59738995828226	956	489	0.5	None	16	63
#	0	#	1	#	#	1	0.030038908118441454	0.49606299212598426	1	56.11960602963724	989	489	0.3333333333333333	None	63	127
1	#	#	#	#	#	1	0.028140047336330142	0.4896265560165975	1	65.30329491517828	989	512	0.16666666666666666	None	118	241
#	0	0	1	0	#	0	1.0	1.0	3	52.11850129500767	967	519	0.6666666666666666	None	30	30
0	#	#	#	#	#	0	0.030596257441187054	0.4978902953586498	1	56.24638849737633	990	529	0.16666666666666666	None	118	237
0	#	0	#	0	0	0	0.2373046875	0.75	1	62.09370244963303	990	542	0.6666666666666666	None	21	28
#	#	0	0	#	#	0	0.25126003423796484	0.7586206896551724	3	67.49879795582152	990	542	0.3333333333333333	None	88	116
0	1	1	#	1	#	1	0.037022548078608386	0.5172413793103449	1	51.203809941582485	995	547	0.6666666666666666	None	15	29
#	#	1	#	1	#	1	0.2266170619465376	0.7431192660550459	3	55.33140582057621	995	556	0.3333333333333333	None	81	109
#	1	1	#	0	#	1	0.03125	0.5	1	67.68248650458617	950	566	0.5	None	26	52
1	0	1	#	#	#	0	0.028304087807184866	0.49019607843137253	1	70.24414738520899	956	572	0.5	None	25	51
#	0	0	1	0	#	1	0.0	0.0	1	52.12713437123416	583	583	0.6666666666666666	None	0	26
#	#	0	#	1	#	0	0.03125	0.5	1	61.81059479271154	970	586	0.3333333333333333	None	52	104
#	#	#	0	#	#	0	0.0998510187910895	0.6307692307692307	3	66.01407288838462	990	608	0.16666666666666666	None	123	195
#	0	1	#	#	#	0	0.0010290540402463715	0.25263157894736843	1	57.019920408680235	956	617	0.3333333333333333	None	24	95
#	#	1	0	#	#	0	0.03296662947387871	0.5053763440860215	1	64.61195980486768	977	622	0.3333333333333333	None	47	93
#	#	#	1	0	#	0	0.03125	0.5	1	52.61599983616524	967	632	0.3333333333333333	None	45	90
#	#	1	#	#	#	1	0.09699482462268358	0.6271186440677966	7	54.73116851412642	995	638	0.16666666666666666	None	111	177
#	1	0	1	1	#	0	0.0007651622719418543	0.23809523809523808	1	47.74285003311153	970	650	0.6666666666666666	None	5	21
0	1	#	0	#	#	0	1.0	1.0	3	67.38557215932914	990	657	0.5	None	45	45
#	0	0	0	0	#	0	1.0	1.0	1	63.14495329711555	928	672	0.6666666666666666	None	20	20
#	#	1	#	1	1	1	0.5035835674196454	0.8717948717948718	1	63.39188568243579	995	680	0.5	None	34	39
1	1	#	0	#	#	0	0.03125	0.5	2	67.23691912747479	942	686	0.5	None	19	38
1	0	#	0	0	#	0	1.0	1.0	4	66.57499829059584	956	705	0.6666666666666666	None	18	18
0	#	#	0	#	#	0	0.25449371153700956	0.7605633802816901	1	64.78667473034731	990	721	0.3333333333333333	None	54	71
#	1	#	0	#	#	0	0.27894700566812797	0.7746478873239436	1	66.84717509056522	990	721	0.3333333333333333	None	55	71
#	#	#	0	#	0	0	0.2555505776547269	0.7611940298507462	3	65.11381888894655	990	734	0.3333333333333333	None	51	67
#	0	1	#	1	#	0	0.0	0.0	1	62.99358397001346	740	740	0.5	None	0	32
#	0	1	1	#	#	1	0.22481780895283973	0.7419354838709677	1	55.63979640280637	973	745	0.5	None	23	31
#	#	1	#	0	#	1	0.03443625058039591	0.5098039215686274	1	60.673778749907285	950	786	0.3333333333333333	None	26	51
#	1	1	#	#	#	1	0.03125	0.5	1	57.26780763648143	995	786	0.3333333333333333	None	26	52
#	0	1	#	0	#	1	0.025022128248914022	0.4782608695652174	1	52.14301548046168	917	809	0.5	None	11	23
1	#	1	0	#	#	0	0.03125	0.5	1	73.36677197029049	956	828	0.5	None	10	20
#	1	#	#	0	1	1	0.19649623617673456	0.7222222222222222	2	68.18843312062464	974	834	0.5	None	13	18
#	#	0	1	#	#	0	0.035467203205649944	0.5128205128205128	1	56.164051678407944	970	839	0.3333333333333333	None	20	39
#	1	#	0	#	#	1	0.0003631841608258555	0.20512820512820512	1	66.84770970808042	974	849	0.3333333333333333	None	8	39
#	#	0	#	0	0	0	0.48894551440329226	0.8666666666666667	1	64.83047522304	990	885	0.5	None	13	15
#	#	#	1	1	1	1	0.5904900000000001	0.9	1	58.662079999999996	995	902	0.5	None	9	10
#	#	0	1	1	#	0	0.0024299999999999994	0.3	1	55.598015999999994	970	906	0.5	None	3	10
1	0	0	#	#	1	0	0.03125	0.5	1	69.5	967	928	0.6666666666666666	None	2	4
#	#	#	#	#	0	0	0.08648873310982921	0.6129032258064516	1	56.891114389245935	990	942	0.16666666666666666	None	19	31
0	#	1	#	0	#	1	0.3276800000000001	0.8	1	52.4	950	950	0.5	None	4	5
#	0	1	0	0	#	0	0.004115226337448558	0.3333333333333333	1	54.333333333333336	956	956	0.6666666666666666	None	1	3
#	#	#	#	1	#	1	0.06092699470458736	0.5714285714285714	2	56.29739931194884	995	959	0.16666666666666666	None	12	21
#	1	#	#	#	1	1	0.0009765625	0.25	1	65.25	995	974	0.3333333333333333	None	1	4
#	#	#	0	0	0	0	0.04988285908651909	0.8701149425287357	1	64.83047522304	990	990	0.5	None	0	0
#	#	1	1	#	1	1	0.04049399342989393	0.8191588785046728	1	59.83032159465033	995	995	0.5	None	0	0
