A_0	A_1	R_0	R_1	R_2	R_3	phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	#	#	1	0	0	0	0.0949910807622139	0.6245059288537549	1	159.2539083058616	4662	630	0.5	159.2539083058616	316	506
#	#	#	0	0	1	0	0.09479999514280188	0.6242544731610338	1	159.20877992297522	4631	643	0.5	148.76097490371905	314	503
1	#	#	1	#	#	0	0.03125	0.5	2	183.7539444542713	4662	656	0.3333333333333333	12543.2098324297	501	1002
1	#	0	#	#	0	0	0.234157455059968	0.748	4	184.30378122950725	4662	656	0.5	737.215124918029	374	500
#	#	#	0	#	#	0	0.09603889551437271	0.6258776328986961	5	179.80973834322535	4671	678	0.16666666666666666	24153.264413610443	1248	1994
1	1	#	1	0	#	0	0.031882570564059055	0.5020080321285141	1	185.35786796051315	4662	694	0.6666666666666666	3100.414386009324	125	249
#	0	#	0	0	1	0	0.23570775731912577	0.7489878542510121	2	160.16303294307738	4611	707	0.6666666666666666	299.90758235769346	185	247
1	0	#	#	0	#	0	1.0	1.0	39	175.53756050251374	4634	707	0.5	142384.04283739263	495	495
0	#	#	0	#	#	0	0.23650675719570646	0.7494949494949495	8	176.57305083023795	4671	710	0.3333333333333333	24205.972989712845	742	990
#	1	#	1	#	#	1	0.2361073908147838	0.7492416582406471	16	184.0002975657266	4666	715	0.3333333333333333	106392.48584694802	741	989
#	1	#	1	#	1	0	0.0	0.0	1	202.08961363426812	715	715	0.5	10777.202447857224	0	493
#	1	0	0	#	#	0	0.23410655790434154	0.7479674796747967	1	189.77016837786465	4631	729	0.5	189.77016837786465	368	492
0	#	0	#	#	0	0	0.2381080201686179	0.7505070993914807	4	184.43347691468693	4645	735	0.5	716.1673845734347	370	493
0	#	0	#	0	#	0	0.23649366745427597	0.7494866529774127	2	190.2171874863708	4645	769	0.5	375.042968715927	365	487
1	1	#	#	#	#	0	0.03157216222332118	0.5010266940451745	1	186.48093472282883	4662	772	0.3333333333333333	3149.866584668719	488	974
#	0	#	0	#	0	0	0.030930473033890453	0.4989733059548255	1	179.51808655803467	4575	775	0.5	3012.004035119205	243	487
1	1	#	#	#	0	0	1.0	1.0	43	182.04969683121456	4662	784	0.5	179510.1123316928	486	486
0	#	#	1	#	#	1	0.23647668870037358	0.749475890985325	10	151.0724479546868	4655	864	0.3333333333333333	34068.96801382014	715	954
#	1	#	0	0	#	0	0.2348067656804158	0.7484143763213531	4	166.69058307290123	4631	883	0.5	666.7623322916049	354	473
#	1	0	0	0	0	1	0.0	0.0	1	213.28303243167176	898	898	0.8333333333333334	11374.134364811584	0	117
1	0	#	#	#	#	0	0.031084656455938095	0.49946977730646874	2	172.48978619775832	4634	899	0.3333333333333333	11836.93739726802	471	943
1	#	1	#	#	1	1	0.23902179095225906	0.7510822510822511	2	175.0010464562778	4638	964	0.5	350.0020929125556	347	462
#	#	#	#	#	1	1	0.09557358684172214	0.6252699784017278	2	180.81488936777623	4666	964	0.16666666666666666	3912.484753269476	1158	1852
#	0	#	0	#	#	1	0.03158967071990446	0.5010822510822511	2	179.94151664972046	4638	973	0.3333333333333333	11145.198298981108	463	924
0	#	#	#	#	0	0	0.03125	0.5	1	164.30644711239052	4671	991	0.3333333333333333	2661.8235387879336	461	922
#	#	#	#	#	0	0	0.09505651873989206	0.6245919477693145	6	168.66854001692784	4671	998	0.16666666666666666	32645.21309688171	1148	1838
1	#	#	#	0	0	0	1.0	1.0	18	184.49686656128432	4662	1014	0.5	3320.943598103118	457	457
#	0	#	0	0	#	0	0.23643671225107857	0.7494505494505495	5	165.61183380154998	4611	1027	0.5	8872.28055676251	341	455
1	#	0	#	1	0	0	0.030567711897720097	0.4977973568281938	1	172.10582465969122	4624	1040	0.6666666666666666	3002.5806719252914	113	227
#	#	0	0	0	1	0	0.23556747178726203	0.748898678414097	1	183.21300846377514	4631	1047	0.6666666666666666	178.76626057971893	170	227
0	1	#	0	#	#	0	1.0	1.0	33	170.03443804728565	4671	1047	0.5	99768.97519415073	452	452
#	#	0	#	0	#	0	0.23819081305369952	0.7505592841163311	5	187.52799990539307	4662	1089	0.3333333333333333	10327.153756923944	671	894
#	#	#	1	#	0	0	0.030902007925951786	0.4988814317673378	1	153.50168078435186	4662	1104	0.3333333333333333	2649.0397986866537	446	894
0	#	#	1	#	1	1	0.2364132358880856	0.7494356659142212	4	173.72003813002686	4655	1120	0.5	694.8801525201075	332	443
1	#	0	#	1	#	1	0.2355204498291332	0.748868778280543	2	186.61602980327672	4666	1128	0.5	373.23205960655343	331	442
#	#	#	#	0	1	0	0.031072241644606716	0.49942987457240595	2	163.23805899527017	4634	1155	0.3333333333333333	10619.03052119861	438	877
0	1	#	#	#	#	0	0.030894890053083615	0.4988584474885845	1	169.43354545196024	4671	1167	0.3333333333333333	2969.425674501479	437	876
0	#	#	0	1	#	0	0.2391499716681579	0.7511627906976744	2	177.95271419105313	4671	1231	0.5	351.227231847041	323	430
1	#	#	#	#	#	0	0.030887894989877252	0.4988358556461001	2	184.54899289672716	4662	1232	0.16666666666666666	12745.163355734392	857	1718
#	1	#	#	#	#	1	0.03125	0.5	2	179.67583586435717	4666	1235	0.16666666666666666	12512.930538693176	859	1718
0	1	#	0	#	#	1	0.0	0.0	1	170.03443804728565	1239	1239	0.5	9161.522056395841	0	428
1	#	#	0	0	#	0	0.23637115330202255	0.7494089834515366	5	177.0463403006866	4611	1283	0.5	9986.06838735739	317	423
#	0	#	#	0	#	0	0.23637115330202255	0.7494089834515366	9	155.53717565526364	4645	1283	0.3333333333333333	26399.237695514028	634	846
#	#	#	0	1	#	0	0.03125	0.5	2	183.75649237925919	4671	1295	0.3333333333333333	12756.99564652697	423	846
#	0	#	#	1	0	1	0.2335617864421081	0.7476190476190476	1	164.73562409553102	4621	1320	0.5	154.41953011941376	314	420
1	#	#	#	0	#	0	0.23777986693823797	0.7503001200480192	3	176.68334119989635	4662	1334	0.3333333333333333	530.050023599689	625	833
#	0	1	#	0	#	0	0.030875304095774474	0.4987951807228916	1	121.33070105190328	4611	1347	0.5	2095.663313495927	207	415
#	#	1	#	#	#	0	0.007319193932137686	0.3740181268882175	1	151.92846061179148	4671	1359	0.16666666666666666	10923.234299425982	619	1655
#	0	0	#	0	#	0	1.0	1.0	25	193.04792057048422	4645	1370	0.5	63681.2548348934	411	411
0	#	0	0	0	0	1	0.0	0.0	1	211.3608287413172	1375	1375	0.8333333333333334	11271.625492908546	0	102
0	0	0	#	#	#	0	1.0	1.0	33	188.87157188492125	4668	1439	0.5	104999.38287930173	406	406
#	0	0	#	#	#	0	0.23927892526186206	0.7512437810945274	13	184.92685147360064	4668	1461	0.3333333333333333	66049.75029383325	604	804
1	0	#	#	#	#	1	0.03205124044228481	0.5025380710659898	1	172.48978619775832	4638	1502	0.3333333333333333	2869.9913592041066	396	788
#	0	0	#	#	0	0	0.23630509040673583	0.7493670886075949	2	180.01311390905812	4645	1509	0.5	347.0327847726453	296	395
1	1	#	1	#	#	1	0.03085242248408093	0.49872122762148335	2	190.06084216518673	4666	1536	0.5	13140.909316085466	195	391
0	#	#	0	#	1	0	0.23528336463613272	0.7487179487179487	3	163.93718285992796	4668	1559	0.5	464.0144357247298	292	390
#	1	#	#	#	0	0	0.2373046875	0.75	11	174.81007755057522	4671	1574	0.3333333333333333	48441.28494574107	582	776
0	0	#	0	#	#	1	0.03005739359980063	0.49612403100775193	1	174.6052154342175	4621	1582	0.5	2740.3822528955825	192	387
#	0	#	0	1	0	1	0.23524118101521485	0.7486910994764397	3	179.18056628305422	4621	1613	0.6666666666666666	517.4271235614533	143	191
0	1	#	#	1	#	0	0.03084416135591441	0.49869451697127937	1	176.92916233799028	4671	1615	0.5	3160.639485200803	191	383
#	0	0	1	#	#	0	0.2373046875	0.75	2	167.25870848510357	4645	1626	0.5	334.51741697020714	285	380
0	0	#	1	#	1	1	0.03125	0.5	1	159.11482546671613	4655	1632	0.6666666666666666	2715.330341896584	95	190
1	1	0	#	#	0	1	0.0	0.0	1	194.50093061522654	1654	1654	0.6666666666666666	10372.506868811595	0	188
#	#	#	0	0	#	0	0.23519719919186724	0.7486631016042781	2	165.00561257364993	4631	1671	0.3333333333333333	312.01403143412483	560	748
0	#	0	0	#	#	0	1.0	1.0	23	199.42760446441986	4668	1687	0.5	55658.26788078579	374	374
1	#	#	0	#	#	0	0.031037992642175178	0.4993197278911565	1	176.9031570429755	4646	1731	0.3333333333333333	3039.512999434451	367	735
0	#	#	#	#	1	1	0.03125	0.5	1	170.00434317028996	4655	1739	0.3333333333333333	2750.1148829217336	367	734
1	#	#	1	0	0	1	0.0	0.0	1	178.31567281326411	1740	1740	0.6666666666666666	9509.366023195513	0	183
0	0	#	#	0	#	0	0.03082425704640872	0.4986301369863014	2	150.69015118282175	4645	1759	0.5	9691.023875781662	182	365
0	1	#	#	0	#	1	0.03125	0.5	1	163.17637848022346	4644	1764	0.5	2784.6416590566864	181	362
#	0	#	1	1	#	1	0.23515130168221252	0.7486338797814208	2	160.09606886799662	4655	1768	0.5	320.19213773599324	274	366
#	1	#	#	1	#	1	0.03125	0.5	1	184.32645365985465	4666	1809	0.3333333333333333	3214.0190262165765	358	716
#	0	#	#	1	1	1	0.23399965993447927	0.7478991596638656	2	176.67714768100626	4655	1822	0.5	353.3542953620125	267	357
1	#	#	0	1	#	1	0.23289394275505867	0.7471910112359551	1	181.70671672609953	4638	1822	0.5	181.70671672609953	266	356
#	#	1	1	#	1	1	0.5170386157899947	0.8764044943820225	3	175.40604003382813	4655	1824	0.5	526.2181201014844	312	356
#	#	0	0	#	#	0	0.23786622224047485	0.750354609929078	2	194.37436097496618	4668	1853	0.3333333333333333	378.7948780467693	529	705
#	0	1	0	0	#	0	0.03036728879614447	0.49714285714285716	1	120.12738384573113	4611	1859	0.6666666666666666	2109.58994533258	87	175
0	#	#	1	0	#	1	0.23845330436255846	0.7507246376811594	7	152.58386395217838	4644	1899	0.5	16721.044051303343	259	345
1	1	0	#	#	#	0	0.03079971934900137	0.4985507246376812	1	195.43444166588827	4662	1910	0.5	3383.8911978067713	172	345
#	#	#	#	0	#	0	0.09543660865181591	0.625090645395214	2	164.50458923609295	4662	1910	0.16666666666666666	3480.5633692240126	862	1379
0	#	0	1	#	#	1	0.029891514349462245	0.49557522123893805	1	170.54845931730955	4644	1956	0.5	3042.7195880891227	168	339
#	1	#	1	#	0	0	0.031716409659998196	0.5014836795252225	1	166.33345197411384	4662	1974	0.5	2796.775647727509	169	337
#	#	#	0	1	0	0	0.09886464517918948	0.6295180722891566	1	182.07906541736992	4671	2022	0.5	182.0610397146405	209	332
0	#	1	1	#	#	1	1.0	1.0	19	145.31705699039156	4655	2034	0.5	27976.014422883523	329	329
#	1	1	0	#	#	0	0.23491733582616642	0.7484848484848485	4	160.64246987778444	4671	2035	0.5	640.2123493889221	247	330
#	1	1	#	#	#	0	0.03125	0.5	1	162.008507047601	4671	2063	0.3333333333333333	2781.781569039119	326	652
#	#	0	0	0	#	0	0.507262701117447	0.8730650154798761	2	191.85039854084334	4631	2072	0.5	379.12599635210836	282	323
1	#	#	1	1	#	1	0.24100095100738336	0.7523219814241486	1	181.63236962114803	4666	2088	0.5	181.63236962114803	243	323
0	0	#	#	#	#	0	0.031752401269773765	0.5015974440894568	1	171.45374888026922	4668	2172	0.3333333333333333	2620.9452628244103	314	626
#	0	1	#	1	#	1	1.0	1.0	22	162.80493569609493	4655	2189	0.5	42021.83142703975	311	311
1	1	#	0	#	#	1	0.03074759889725214	0.49838187702265374	1	177.62167228323958	4642	2210	0.5	3080.6814604478122	154	309
1	#	#	#	0	0	1	0.0	0.0	1	184.49686656128432	2230	2230	0.5	9839.00184758974	0	305
0	#	1	#	1	#	1	0.23600224999146535	0.7491749174917491	3	157.2164478551676	4655	2253	0.5	467.3116794568785	227	303
#	0	0	0	#	#	0	0.23869568420059764	0.7508771929824561	1	196.25316433214795	4668	2392	0.5	192.33306926898118	214	285
1	1	#	#	#	#	1	0.03097635895389902	0.4991212653778559	1	186.48093472282883	4666	2402	0.3333333333333333	3210.451523401585	284	569
0	#	#	#	1	0	1	0.029110420452305347	0.49295774647887325	1	170.89215871632464	4621	2418	0.5	2910.3714510635796	140	284
#	0	1	#	#	0	1	0.24016374711791208	0.7517985611510791	2	136.82508398610054	4621	2445	0.5	273.6501679722011	209	278
#	1	#	1	0	#	1	0.23305202557535512	0.7472924187725631	4	179.37697512322217	4644	2451	0.5	717.5079004928887	207	277
#	#	1	#	#	#	1	0.09482984884170667	0.6242937853107344	2	151.92846061179148	4655	2545	0.16666666666666666	3339.5301397148437	663	1062
#	#	1	#	1	#	1	0.23576973348551616	0.7490272373540856	5	163.59881511904462	4655	2607	0.3333333333333333	9169.858089346497	385	514
#	1	0	#	#	0	0	0.24059140593162093	0.7520661157024794	4	189.53013960352996	4662	2736	0.5	758.1205584141198	182	242
#	#	#	1	1	1	1	0.512908935546875	0.875	2	189.72830565647612	4666	2746	0.5	379.45661131295225	210	240
1	#	0	#	#	1	1	0.24070441269615173	0.7521367521367521	1	189.08994506582786	4666	2786	0.5	189.08994506582786	176	234
#	1	0	1	0	#	1	0.22698868709122902	0.7433628318584071	2	192.14274505836667	4644	2852	0.6666666666666666	384.28549011673334	84	113
#	0	0	#	1	#	1	0.028603282692162904	0.49122807017543857	2	178.7813193146047	4584	2856	0.5	12546.734099579868	112	228
1	0	0	#	#	#	1	0.03125	0.5	1	176.04007602195526	4584	2856	0.5	3004.163555533589	112	224
#	#	0	#	#	1	1	0.030894081163512645	0.4988558352402746	2	190.43623224692183	4666	2914	0.3333333333333333	12819.075742179113	218	437
1	1	#	0	#	#	0	0.03197001585040907	0.502283105022831	1	177.62167228323958	4646	2918	0.5	2962.887422992574	110	219
0	#	#	1	0	1	1	0.2410954204315711	0.7523809523809524	1	174.91030121868982	4619	2963	0.6666666666666666	174.91030121868982	79	105
1	#	#	0	#	0	0	0.2410954204315711	0.7523809523809524	4	185.30635684661792	4646	2982	0.5	741.2254273864717	158	210
1	0	#	#	1	0	0	0.0	0.0	1	156.5752196674585	2984	2984	0.6666666666666666	8349.973115034836	0	105
0	0	#	0	1	#	0	0.03279673378614778	0.5048543689320388	1	178.47365156636425	4668	3021	0.6666666666666666	2928.257236148144	52	103
#	1	0	1	#	0	0	0.029762181234695106	0.49514563106796117	1	176.1859796865446	4662	3024	0.6666666666666666	3156.9567796558194	51	103
0	1	#	1	#	0	0	0.0	0.0	1	154.51263607790156	3044	3044	0.6666666666666666	8239.977947492422	0	102
1	#	0	1	0	#	0	0.2373046875	0.75	1	194.36687250654026	4662	3062	0.6666666666666666	194.36687250654026	75	100
1	#	0	0	0	#	0	0.22532211069926403	0.7422680412371134	1	187.04061516490987	4568	3096	0.6666666666666666	187.04061516490987	72	97
#	#	0	#	#	0	0	0.23213259574482895	0.7467018469656992	3	184.19196492601196	4662	3152	0.3333333333333333	536.2198684725449	283	379
1	1	#	#	0	#	1	0.03039622655733291	0.4972375690607735	1	179.8666026440618	4642	3234	0.5	3155.679629127066	90	181
0	#	#	1	1	#	1	0.22596337503262265	0.7426900584795322	1	160.6904715605105	4655	3311	0.5	160.6904715605105	127	171
#	1	#	1	#	0	1	0.03125	0.5	2	166.33345197411384	4644	3345	0.5	11354.071317815356	83	166
1	#	0	#	0	1	1	0.03125	0.5	1	176.98006191272023	4642	3362	0.6666666666666666	3020.2046265190374	40	80
0	1	#	#	#	1	1	0.030279579160790774	0.4968553459119497	1	175.4168785362128	4619	3403	0.5	3089.467217895362	79	159
#	0	0	1	1	#	1	0.02744384574697083	0.48717948717948717	1	160.28667273461207	4584	3432	0.6666666666666666	3114.687584167097	38	78
1	#	1	#	0	1	1	0.03125	0.5	1	158.52590638162542	4593	3508	0.6666666666666666	2705.2803050381185	36	72
#	0	1	#	#	#	1	0.24865694828656565	0.7570422535211268	9	139.50584941486787	4655	3533	0.3333333333333333	24234.769016434053	215	284
#	1	0	#	#	#	0	0.030165037047898195	0.4964788732394366	1	194.86462151750067	4662	3536	0.3333333333333333	3445.0155198703214	141	284
0	#	#	1	#	0	1	0.22824833264848604	0.7441860465116279	1	144.77011727893196	4644	3640	0.5	144.77011727893196	96	129
#	1	#	0	#	1	1	0.03125	0.5	1	161.16603638711143	4642	3700	0.5	2750.334718348884	60	120
0	#	1	#	1	0	1	0.23067648453224557	0.7457627118644068	1	153.5886815025255	4621	3725	0.6666666666666666	151.23585187815686	44	59
#	0	1	1	#	#	1	0.2546951789996305	0.7606837606837606	1	144.56892962191083	4655	3744	0.5	144.56892962191083	89	117
0	#	1	#	#	#	1	0.2390070096954794	0.7510729613733905	4	140.99905666082148	4655	3744	0.3333333333333333	541.9952833041074	175	233
#	#	1	0	#	0	0	0.10049355861780968	0.631578947368421	1	163.3977806416748	4671	3750	0.5	163.4972258020935	72	114
1	#	1	#	0	#	0	0.23376289008649898	0.7477477477477478	2	166.11205161373067	4611	3779	0.5	332.22410322746134	83	111
#	#	#	1	1	#	1	0.23376289008649898	0.7477477477477478	3	170.37017290438843	4666	3786	0.3333333333333333	511.1105187131653	166	222
#	0	0	#	0	#	1	0.0	0.0	1	193.04792057034345	3800	3800	0.5	10189.00077357356	0	108
1	#	0	#	#	#	1	0.030516464645079823	0.4976303317535545	1	188.65049984179933	4666	3816	0.3333333333333333	3296.7482844217675	105	211
0	#	0	1	0	#	1	0.028188749379596083	0.4897959183673469	1	183.5305678666547	4644	3876	0.6666666666666666	3472.1193685970807	24	49
#	#	1	0	#	#	0	0.03125	0.5	1	153.16669107175252	4671	3891	0.3333333333333333	2639.549326583779	97	194
1	1	#	#	0	#	0	0.03289438179298174	0.5051546391752577	1	179.86660264468566	4662	3894	0.5	2916.0223637370405	49	97
#	0	1	0	#	#	1	0.2593444752878952	0.7634408602150538	1	141.53594473792805	4638	3917	0.5	141.53594473792805	71	93
1	1	#	#	1	#	1	0.02960563739296655	0.4946236559139785	1	189.1639334407385	4666	3926	0.5	3407.4223517730798	46	93
#	0	1	#	0	#	1	0.03304551584475798	0.5056179775280899	1	121.33070107519373	4590	3950	0.5	1958.0339554369427	45	89
0	1	0	#	#	#	0	0.03125	0.5	2	188.18086522541435	4631	4055	0.5	12845.395433445778	38	76
1	0	#	#	1	1	0	0.0	0.0	1	187.83763104825564	4062	4062	0.6666666666666666	10017.160905639406	0	38
