A_0	A_1	R_0	R_1	R_2	R_3	phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
0	#	#	#	#	#	1	0.03133108454382604	0.5002592016588906	4	183.57510849479726	3981	141	0.16666666666666666	44401.390301486215	965	1929
#	#	#	#	1	#	1	0.09541682945974564	0.625064733298809	7	177.49567949082257	3998	141	0.16666666666666666	45739.335938170254	1207	1931
1	1	#	1	1	#	0	0.03125	0.5	1	184.83167791884574	3984	156	0.6666666666666666	2967.9552937589806	120	240
#	#	#	0	#	0	0	0.2373046875	0.75	9	185.78915710202475	3999	159	0.3333333333333333	30281.398728880125	720	960
0	#	#	#	0	#	1	0.031087409302040153	0.4994786235662148	1	184.67275807629204	3979	160	0.3333333333333333	2811.5424296105157	479	959
1	1	1	0	0	0	1	0.0	0.0	1	201.51051542224116	169	169	1.0	10111.80496306311	0	59
#	#	#	1	#	#	0	0.007533231206880846	0.3761804826862539	1	181.5984653897098	3984	182	0.16666666666666666	12096.558994295716	717	1906
1	#	0	1	#	0	0	0.2373046875	0.75	4	195.41646477422248	3984	208	0.6666666666666666	781.6658590968899	177	236
#	#	#	0	1	#	1	0.03174707379294474	0.5015806111696522	2	178.6334748602091	3998	210	0.3333333333333333	11294.060419506504	476	949
#	0	#	#	1	#	1	0.2385602650525984	0.750791974656811	18	175.56001386918825	3998	210	0.3333333333333333	119647.45865944275	711	947
#	#	#	1	0	#	0	0.03158601841395779	0.5010706638115632	1	186.5750480501678	3969	257	0.3333333333333333	2964.0781394587666	468	934
1	0	#	0	#	1	0	0.03125	0.5	1	193.03805864642942	3971	259	0.6666666666666666	3099.7301680515125	117	234
#	1	#	1	1	#	1	0.23394348563573347	0.7478632478632479	2	176.24773247838056	3972	260	0.5	352.4954649567611	350	468
#	#	#	1	#	1	1	0.23645898384370387	0.7494646680942184	5	192.07452975152665	3979	260	0.3333333333333333	10190.252346982412	700	934
1	#	1	0	#	0	0	0.23225583640721675	0.7467811158798283	3	185.73444979867944	3942	263	0.6666666666666666	557.2033493960383	174	233
#	0	#	0	#	#	0	0.030752926367108156	0.4983991462113127	1	184.95431911360998	3999	263	0.3333333333333333	2878.1698894261244	467	937
#	#	#	1	0	1	1	0.09434637647606854	0.6236559139784946	1	188.3484430943096	3979	275	0.5	188.3484430943096	290	465
0	0	#	0	#	0	0	0.03125	0.5	1	173.36902493113095	3999	287	0.6666666666666666	2641.3325801223305	116	232
#	1	#	0	#	0	0	1.0	1.0	19	195.94717000600383	3942	294	0.5	3722.9962301140727	463	463
#	#	0	#	#	1	0	0.03158967071990446	0.5010822510822511	3	200.16373382081343	3969	309	0.3333333333333333	28616.31940491237	463	924
#	#	#	0	#	1	0	0.03142039218034999	0.500544069640914	1	180.75983130178648	3983	323	0.3333333333333333	2886.8305749327155	460	919
#	#	#	0	1	1	1	0.09619960313488579	0.6260869565217392	2	180.2339455544646	3998	335	0.5	3760.5751465442154	288	460
1	#	0	1	#	#	0	0.031593403294035	0.5010940919037199	1	199.2123026490092	3984	336	0.5	3164.1037433732754	229	457
#	1	#	0	#	#	0	0.23817905901892908	0.7505518763796909	16	189.20576973682748	3983	371	0.3333333333333333	102047.35122392583	680	906
#	#	1	0	0	1	0	0.03125	0.5	1	147.99260323918764	3971	371	0.6666666666666666	2376.4077411761364	113	226
1	#	1	0	0	#	0	0.23906771605509994	0.7511111111111111	4	175.81279885469763	3971	387	0.6666666666666666	703.2511954187905	169	225
#	0	#	#	0	1	0	0.2399472526042436	0.7516629711751663	4	182.22217437726098	3971	387	0.5	728.8886975090439	339	451
1	#	#	#	#	1	1	0.2346854561326448	0.7483370288248337	13	191.83145744822363	3998	388	0.3333333333333333	69318.84614797542	675	902
#	0	#	#	#	#	0	0.031163338933035675	0.4997223764575236	3	186.36781651000314	3999	397	0.16666666666666666	25752.844780064137	900	1801
#	1	#	0	#	1	0	0.03159799211249297	0.5011086474501109	2	182.31962907711244	3983	399	0.5	11581.502468328368	226	451
#	#	0	#	1	#	0	0.03090431756210774	0.4988888888888889	2	189.9301989476639	3984	400	0.3333333333333333	12335.757608948246	449	900
1	0	#	#	1	#	1	1.0	1.0	23	185.43685847664057	3998	414	0.5	49224.657576379286	448	448
0	1	#	1	#	#	1	1.0	1.0	28	174.67243407044512	3979	434	0.5	68718.141498552	444	444
#	#	0	1	0	1	0	0.03125	0.5	1	205.3687321518184	3969	449	0.6666666666666666	3297.731333858174	111	222
0	0	#	#	#	1	0	0.030897294811247755	0.4988662131519274	1	174.11523618560528	3969	449	0.5	2827.790883319653	220	441
1	1	#	#	#	1	1	1.0	1.0	29	191.05045746646132	3972	452	0.5	80625.98774677889	441	441
0	0	#	0	1	#	1	0.031963440904756266	0.502262443438914	3	170.74920161351332	3981	461	0.6666666666666666	24125.62850377749	111	221
#	1	#	0	#	0	1	0.0	0.0	2	195.94717000600383	486	486	0.5	39330.54435423654	0	439
#	1	#	1	#	1	1	1.0	1.0	22	195.64924100495512	3979	497	0.5	47517.600242395005	438	438
1	#	#	#	#	#	1	0.030894486068402872	0.49885714285714283	3	187.21695252684032	3998	497	0.16666666666666666	27367.66067117364	873	1750
0	#	0	#	#	#	0	0.2377560085705537	0.750285062713797	12	201.61764368551752	3999	501	0.3333333333333333	59764.81979869877	658	877
0	#	#	#	#	#	0	0.03107081469284052	0.49942528735632186	3	183.57510849479726	3999	514	0.16666666666666666	25323.27077480057	869	1740
#	#	0	#	1	#	1	0.03161168596103129	0.5011520737327189	2	189.9301989476639	3944	528	0.3333333333333333	12059.72281851956	435	868
#	1	#	1	0	1	0	0.0	0.0	2	194.39974468597546	531	531	0.6666666666666666	39019.944919795205	0	216
#	0	#	1	0	#	0	0.2373046875	0.75	1	178.5002607391312	3969	538	0.5	178.5002607391312	324	432
0	#	0	1	#	#	0	0.030887474923578826	0.4988344988344988	2	184.37180773831184	3969	565	0.5	11981.275923099114	214	429
1	#	0	#	#	#	0	0.031615921068064295	0.5011655011655012	1	201.69242508590455	3984	566	0.3333333333333333	3201.214089188193	430	858
1	#	#	#	#	0	0	0.23545364594085683	0.7488262910798122	10	181.10906264682347	3984	592	0.3333333333333333	38598.082809419946	638	852
1	#	#	#	1	#	1	0.2373046875	0.75	7	184.0663097374041	3998	606	0.3333333333333333	19071.94734223297	636	848
#	#	1	1	#	#	1	0.2330922853962163	0.7473182359952324	2	161.8113012829798	3979	626	0.3333333333333333	323.6226025659596	627	839
0	1	#	#	1	#	1	0.030516464645079823	0.4976303317535545	1	177.57790967567502	3762	626	0.5	2920.019092461621	210	422
#	1	#	#	#	#	0	0.03152918226342667	0.5008902077151335	3	184.01167356444628	3984	627	0.16666666666666666	26357.617304751355	844	1685
#	#	#	1	0	0	0	0.09627915953405351	0.6261904761904762	1	171.0864389527369	3958	630	0.5	171.0864389527369	263	420
#	#	#	0	0	1	0	0.0967442245122102	0.6267942583732058	1	183.17968730530657	3971	643	0.5	183.17968730530657	262	418
1	1	#	#	#	1	0	0.0	0.0	2	191.05045746646132	644	644	0.5	38347.67550381874	0	417
1	#	#	1	#	#	0	0.03181542561290228	0.5017964071856288	2	182.35161198337224	3984	656	0.3333333333333333	11504.369742971772	419	835
1	#	0	#	#	0	0	0.23447292177300055	0.7482014388489209	4	201.28727202768488	3984	656	0.5	805.1490881107395	312	417
#	#	#	0	#	#	0	0.09605883109991169	0.6259036144578313	7	188.86747823047648	3999	678	0.16666666666666666	46243.49677741052	1039	1660
1	1	#	1	0	#	0	0.03125	0.5	1	189.94518681791905	3958	694	0.6666666666666666	3050.0660335281227	103	206
#	0	#	0	0	1	0	0.2392402782797962	0.751219512195122	2	179.6796312653667	3971	707	0.6666666666666666	359.3592625307334	154	205
1	0	#	#	0	#	0	1.0	1.0	42	195.24263911241485	3971	707	0.5	172824.06687737626	415	415
0	#	#	0	#	#	0	0.2349115577400545	0.7484811664641555	7	177.9474359542807	3999	710	0.3333333333333333	17482.568625874283	616	823
#	1	#	1	#	#	1	0.23586298649963455	0.7490864799025578	14	180.87248907855096	3979	715	0.3333333333333333	75422.29855146912	615	821
#	1	#	1	#	1	0	0.0	0.0	1	195.64924100495512	715	715	0.5	9817.686000494836	0	410
#	1	0	0	#	#	0	0.2373046875	0.75	1	203.5090822318408	3632	729	0.5	203.5090822318408	306	408
0	#	0	#	#	0	0	0.2373046875	0.75	3	194.62262137004305	3999	735	0.5	562.5848301376614	306	408
0	#	0	#	0	#	0	0.2373046875	0.75	1	207.57164511195847	3999	769	0.5	203.7145563899481	303	404
1	1	#	#	#	#	0	0.0316406201475863	0.5012437810945274	2	186.58822770345108	3984	772	0.3333333333333333	11836.688384919466	403	804
#	0	#	0	#	0	0	0.03048784159720073	0.4975369458128079	1	184.63648322090154	3999	775	0.5	2917.2725672277124	202	406
1	1	#	#	#	0	0	1.0	1.0	49	186.62557880207424	3984	784	0.5	224850.72808615761	401	401
0	#	#	1	#	#	1	0.23679999885359268	0.7496807151979565	7	174.1403927974097	3979	864	0.3333333333333333	18081.9337741383	587	783
#	1	#	0	0	#	0	0.2383231610560446	0.7506426735218509	3	189.66963083152532	3955	883	0.5	569.008892494576	292	389
#	1	0	0	0	0	1	0.0	0.0	1	213.81973836290612	898	898	0.8333333333333334	10729.482216094086	0	97
1	0	#	#	#	#	0	0.031856385531079556	0.5019255455712451	5	192.04785559122655	3971	899	0.3333333333333333	75628.23111697257	391	779
1	#	1	#	#	1	1	0.23626296528376703	0.7493403693931399	2	179.72234895596344	3998	964	0.5	359.4446979119269	284	379
#	#	#	#	#	1	1	0.09480298045541376	0.6242584047462096	3	185.75765614232037	3998	964	0.16666666666666666	8849.081834888224	947	1517
#	0	#	0	#	#	1	0.03187249039386427	0.5019762845849802	3	184.95431911360998	3998	973	0.3333333333333333	24696.21653684358	381	759
0	#	#	#	#	0	0	0.03125	0.5	1	166.77901335121038	3999	991	0.3333333333333333	2468.771775085938	376	752
#	#	#	#	#	0	0	0.09530391263952273	0.6249167221852099	6	179.54381111780162	3999	998	0.16666666666666666	32037.21800748282	938	1501
1	#	#	#	0	0	0	1.0	1.0	14	198.57226755287462	3958	1014	0.5	2780.011745740245	374	374
#	0	#	0	0	#	0	0.23836692701638046	0.7506702412868632	6	186.58281507810025	3999	1027	0.5	13510.547538609664	280	373
1	#	0	#	1	0	0	0.030414486935609986	0.4972972972972973	1	186.82608784224414	3984	1040	0.6666666666666666	3082.3928988322564	92	185
#	#	0	0	0	1	0	0.2394502855336046	0.7513513513513513	1	202.8154362362239	3928	1047	0.6666666666666666	202.8154362362239	139	185
0	1	#	0	#	#	0	1.0	1.0	34	184.78247533425306	3983	1047	0.5	107188.84349180799	369	369
0	#	0	1	0	#	0	0.03039622655733291	0.4972375690607735	1	195.93055534879477	3969	1089	0.6666666666666666	3234.5470073115703	90	181
#	#	0	#	0	#	0	0.24002979312994113	0.7517146776406035	4	210.40743056187372	3999	1089	0.3333333333333333	829.0371528093686	548	729
#	#	#	1	#	0	0	0.031466712067870405	0.5006915629322268	2	163.6993826807573	3984	1104	0.3333333333333333	10442.070890370032	362	723
0	#	#	1	#	1	1	0.23620503838554913	0.7493036211699164	4	185.83041814495752	3979	1120	0.5	743.3216725798301	269	359
1	#	0	#	1	#	1	0.23399965993447927	0.7478991596638656	2	193.02743406725628	3944	1128	0.5	386.05486813451256	267	357
#	#	#	#	0	1	0	0.031692627506623466	0.5014084507042254	2	192.2099388496798	3971	1155	0.3333333333333333	12173.306478609811	356	710
0	1	#	#	#	#	0	0.03103023997236639	0.4992947813822285	3	185.06431321535047	3983	1167	0.3333333333333333	26934.630715021278	354	709
0	#	#	0	1	#	0	0.2350273081276006	0.7485549132947977	2	170.88712633054215	3983	1231	0.5	341.7742526610843	259	346
1	#	#	#	#	#	0	0.03125	0.5	2	187.21695252684032	3984	1232	0.16666666666666666	12025.028427809437	692	1384
#	1	#	#	#	#	1	0.031137021087258295	0.499637943519189	2	184.01167356444628	3979	1235	0.16666666666666666	11862.037050897161	690	1381
0	1	#	0	#	#	1	0.0	0.0	2	184.78247533425306	1239	1239	0.5	37089.56522207889	0	345
1	#	#	0	0	#	0	0.24199435836144062	0.7529411764705882	4	199.82081752274286	3971	1283	0.5	799.2832700909714	256	340
#	0	#	#	0	#	0	0.2402228113845632	0.7518355359765051	13	190.2749895020144	3999	1283	0.3333333333333333	64439.586718005594	512	681
#	#	#	0	1	#	0	0.030338984146475737	0.4970501474926254	1	178.6334748602091	3983	1295	0.3333333333333333	2954.559782135125	337	678
#	0	#	#	1	0	1	0.23612641432074333	0.7492537313432835	1	173.4133205737781	3981	1320	0.5	173.4133205737781	251	335
1	#	#	#	0	#	0	0.24148458669884798	0.7526236881559221	5	196.41379310201017	3971	1334	0.3333333333333333	10203.60283357364	502	667
#	0	1	#	0	#	0	0.03220267412567949	0.5030120481927711	1	140.22540612417052	3971	1347	0.5	2185.0719387887552	167	332
#	#	1	#	#	#	0	0.0073970353355811815	0.37481031866464337	1	164.54946021445477	3983	1359	0.16666666666666666	11162.712491318758	494	1318
#	0	0	#	0	#	0	1.0	1.0	22	214.33163708930363	3999	1370	0.5	51528.69516813338	329	329
0	#	0	0	0	0	1	0.0	0.0	1	216.40704455784103	1375	1375	0.8333333333333334	10776.604648949218	0	82
1	0	#	#	0	#	1	0.0	0.0	1	195.24263911241485	1411	1411	0.5	9797.282702799108	0	327
0	0	0	#	#	#	0	1.0	1.0	36	211.8806910763104	3999	1439	0.5	135985.24842751975	320	320
1	1	#	#	#	0	1	0.0	0.0	1	186.62557880207424	1446	1446	0.5	9364.878304296442	0	319
#	0	0	#	#	#	0	0.23980260955266391	0.7515723270440252	15	209.02947603405178	3999	1461	0.3333333333333333	97024.16318843923	478	636
1	0	#	#	#	#	1	0.03125	0.5	1	192.04785559122655	3998	1502	0.3333333333333333	3083.8298719947074	312	624
#	0	0	#	#	0	0	0.2360356813868746	0.7491961414790996	2	207.27907637700352	3999	1509	0.5	406.6976909425088	233	311
1	1	#	#	0	0	1	0.0	0.0	1	202.36483146758266	1526	1526	0.6666666666666666	10154.674573163642	0	154
1	1	#	1	#	#	1	0.03074434724762547	0.498371335504886	1	185.15349365540115	3972	1536	0.5	3022.0218837242214	153	307
0	#	#	0	#	1	0	0.23473090830137805	0.7483660130718954	2	173.3883295702987	3983	1559	0.5	346.7766591405974	229	306
#	1	#	#	#	0	0	0.2386128689341749	0.7508250825082509	6	174.84288203022015	3984	1574	0.3333333333333333	13236.938935289118	455	606
0	0	#	0	#	#	1	0.03073771602291326	0.49834983498349833	1	170.84913848256252	3981	1582	0.5	2534.0745368358394	151	303
#	0	#	0	1	0	1	0.24262520879670776	0.7533333333333333	3	183.21748469701447	3981	1613	0.6666666666666666	549.6524540910434	113	150
0	1	#	#	1	#	0	0.030730908564737223	0.4983277591973244	1	177.57790967567502	3983	1615	0.5	2899.6428533945978	149	299
#	0	0	1	#	#	0	0.2373046875	0.75	2	198.29885822783706	3969	1626	0.5	396.5977164556741	222	296
0	0	#	1	#	1	1	0.030201438353029086	0.4965986394557823	1	170.9284275986728	3887	1632	0.6666666666666666	2839.995429377464	73	147
0	1	1	0	#	#	1	0.0	0.0	1	159.137045586672	1651	1651	0.6666666666666666	7985.5027118495655	0	147
1	1	0	#	#	0	1	0.0	0.0	1	200.1222232741403	1654	1654	0.6666666666666666	10042.14041278427	0	146
0	0	0	#	#	#	1	0.0	0.0	2	211.8806910763104	1661	1661	0.5	41970.75568750609	0	291
#	#	#	0	0	#	0	0.23866693815262766	0.7508591065292096	2	193.04640098879196	3999	1671	0.3333333333333333	371.1160024719799	437	582
#	#	#	0	1	0	1	0.00763208635977182	0.3771626297577855	1	184.11645520713046	3981	1682	0.5	12105.432192321457	109	289
0	#	0	0	#	#	0	1.0	1.0	22	212.6780690604155	3999	1687	0.5	51026.689741440205	290	290
1	#	#	0	#	#	0	0.03125	0.5	1	194.0868063528688	3971	1731	0.3333333333333333	3116.5705513786115	284	568
0	#	#	#	#	1	1	0.03125	0.5	1	180.85480142531443	3979	1739	0.3333333333333333	2904.0961556799316	283	566
#	1	#	#	0	#	1	0.03125	0.5	1	192.66315231823847	3979	1739	0.3333333333333333	3093.710067850363	281	562
1	#	#	1	0	0	1	0.0	0.0	1	189.60176540978887	1740	1740	0.6666666666666666	9514.223456075897	0	141
0	#	1	0	#	#	0	0.030697893768794376	0.498220640569395	1	138.4928080496554	3983	1743	0.5	2263.860242921536	140	281
0	0	#	#	0	#	0	0.03125	0.5	2	167.63489031502633	3999	1759	0.5	10057.181233663905	140	280
0	1	#	#	0	#	1	0.030693964388101038	0.4982078853046595	1	184.32899243973617	3979	1764	0.5	3013.503045905802	139	279
#	0	#	1	1	#	1	0.23589048004320312	0.7491039426523297	2	169.63915698390755	3944	1768	0.5	339.2783139678151	209	279
#	0	0	1	#	#	1	0.0009590618336434367	0.2490974729241877	1	198.29885822783706	3944	1781	0.5	103753.93472715102	69	277
#	1	#	#	1	#	1	0.03125	0.5	1	179.71686557463394	3972	1809	0.3333333333333333	2885.823623774074	274	548
#	0	#	#	1	1	1	0.2373046875	0.75	2	179.64028714076176	3998	1822	0.5	359.2805742815235	204	272
1	#	#	0	1	#	1	0.2373046875	0.75	1	190.02944598045627	3998	1822	0.5	190.02944598045627	204	272
#	#	1	1	#	1	1	0.5115584651658518	0.8745387453874539	3	172.3264397849552	3979	1824	0.5	516.9793193548655	237	271
#	#	0	0	#	#	0	0.24101018553868397	0.7523277467411545	1	209.8055946691105	3999	1853	0.3333333333333333	206.50699333638812	404	537
#	0	1	0	0	#	0	0.03125	0.5	1	134.38982937040834	3971	1859	0.6666666666666666	2157.979681829209	67	134
0	#	#	1	0	#	1	0.2373046875	0.75	4	172.86662575592086	3979	1899	0.5	691.4665030236835	195	260
1	1	0	#	#	#	0	0.03125	0.5	1	198.91844569029848	3984	1910	0.5	3194.1551392075166	130	260
#	#	#	#	0	#	0	0.09748498846690164	0.6277511961722488	1	197.15977250300395	3999	1910	0.16666666666666666	190.69971562875494	656	1045
1	0	0	#	0	#	1	0.0	0.0	1	213.19337873082196	1946	1946	0.6666666666666666	10698.051467067915	0	128
0	#	0	1	#	#	1	0.030642041936345118	0.4980392156862745	1	184.37180773831184	3940	1956	0.5	3019.310530903734	127	255
#	1	#	1	#	0	0	0.03250992000606273	0.503968253968254	1	163.31008681531216	3984	1974	0.5	2520.740152646219	127	252
#	0	#	1	#	1	1	0.03062251040628165	0.4979757085020243	1	182.08740469732277	3887	2016	0.5	2983.8025825154336	123	247
#	#	#	0	1	0	0	0.09421473651266432	0.6234817813765182	1	184.11645520713046	3942	2022	0.5	184.11645520713046	154	247
0	#	1	1	#	#	1	1.0	1.0	15	140.65126689928456	3979	2034	0.5	2109.7690034892685	242	242
#	1	1	0	#	#	0	0.23250110796702045	0.746938775510204	3	169.91951768737687	3983	2035	0.5	509.7585530621306	183	245
#	1	1	#	#	#	0	0.03125	0.5	3	170.09622673211624	3983	2063	0.3333333333333333	24582.05227784086	241	482
#	#	0	0	0	#	0	0.5144309194483004	0.8755186721991701	2	213.00224048767598	3999	2072	0.5	421.00560121918994	211	241
1	#	#	1	1	#	1	0.23565445268619553	0.7489539748953975	1	182.0316506092749	3972	2088	0.5	182.0316506092749	179	239
0	0	#	#	#	#	0	0.03159491939412273	0.5010989010989011	2	170.75620029517572	3999	2172	0.3333333333333333	10128.83632076815	228	455
#	0	1	#	1	#	1	1.0	1.0	16	159.8422719360891	3998	2189	0.5	2557.4763509774257	227	227
1	1	#	0	#	#	1	0.03055558329735004	0.4977578475336323	1	192.13458083889114	3926	2210	0.5	3155.338300116434	111	223
1	#	#	#	0	0	1	0.0	0.0	2	198.57226755287462	2230	2230	0.5	39857.454314192764	0	222
0	#	1	#	1	#	1	0.23369830042893405	0.7477064220183486	1	146.33281155476985	3981	2253	0.5	146.33281155476985	163	218
0	#	#	0	#	#	1	0.0009532008433548384	0.24879227053140096	1	177.9474359542807	3981	2355	0.3333333333333333	86694.14894480961	103	414
1	#	#	#	0	#	1	0.0009644464900850797	0.24937655860349128	1	196.41379310201017	3953	2392	0.3333333333333333	102193.8630472846	100	401
#	0	0	0	#	#	0	0.23927892526186206	0.7512437810945274	1	214.77132150180563	3999	2392	0.5	212.71415187725702	151	201
0	#	1	1	#	1	0	0.0	0.0	1	159.63674828395256	2400	2400	0.6666666666666666	8010.577811299486	0	99
1	1	#	#	#	#	1	0.030860354003887855	0.49874686716791977	1	186.58822770345108	3972	2402	0.3333333333333333	3033.9911277864853	199	399
0	#	#	#	1	0	1	0.029703281230934367	0.494949494949495	1	165.30089036216916	3981	2418	0.5	2792.555004769667	98	198
#	0	1	#	#	0	1	0.23528336463613272	0.7487179487179487	2	147.0169528131732	3981	2445	0.5	294.0339056263464	146	195
#	1	#	1	0	#	1	0.2373046875	0.75	4	187.17522790043216	3979	2451	0.5	748.7009116017286	144	192
1	0	#	#	1	#	0	0.0	0.0	1	185.43685847664057	2536	2536	0.5	9305.228275307993	0	182
#	#	1	#	#	#	1	0.09315210569580971	0.6220689655172413	2	164.54946021445477	3998	2545	0.16666666666666666	3545.640890131058	451	725
#	#	1	#	1	#	1	0.2350273081276006	0.7485549132947977	4	167.18542839669414	3998	2607	0.3333333333333333	668.7417135867765	259	346
#	1	0	#	#	0	0	0.24235354248336288	0.7531645569620253	4	187.56624152183466	3984	2736	0.5	750.2649660873386	119	158
#	#	#	1	1	1	1	0.5200391634498698	0.8774193548387097	2	191.5720553926667	3972	2746	0.5	383.1441107853334	136	155
1	#	0	#	#	1	1	0.23207791712921816	0.7466666666666667	1	200.53723077925613	3898	2786	0.5	200.53723077925613	112	150
#	1	0	1	0	#	1	0.23178621541003852	0.7464788732394366	2	195.77075160704413	3940	2852	0.6666666666666666	391.54150321408827	53	71
#	0	0	#	1	#	1	0.029110420452305347	0.49295774647887325	1	196.7937102471023	3944	2856	0.5	3392.2957329663204	70	142
1	0	0	#	#	#	1	0.029110420452305347	0.49295774647887325	1	203.54863382926936	3944	2856	0.5	3508.735930244609	70	142
#	#	0	#	#	1	1	0.03010961282556225	0.4962962962962963	2	200.16373382081343	3898	2914	0.3333333333333333	13343.543766849982	134	270
1	1	#	0	#	#	0	0.032442611706174254	0.5037593984962406	1	192.13458083889157	3942	2918	0.5	2971.8076686834092	67	133
0	#	#	1	0	1	1	0.2373046875	0.75	1	186.44285725200467	3979	2963	0.6666666666666666	186.44285725200467	48	64
1	#	#	0	#	0	0	0.2342067575938101	0.7480314960629921	4	197.58173468801112	3942	2982	0.5	790.3269387520445	95	127
1	0	#	#	1	0	0	0.0	0.0	1	174.69044421964287	2984	2984	0.6666666666666666	8765.972818631968	0	63
0	0	#	0	1	#	0	0.028771141871245298	0.4918032786885246	1	170.74920812006297	3452	3021	0.6666666666666666	2978.0540121550425	30	61
#	1	0	1	#	0	0	0.028771141871245298	0.4918032786885246	2	171.1615065053524	3984	3024	0.6666666666666666	11940.97979807552	30	61
0	1	#	1	#	0	0	0.0	0.0	1	145.46480141795243	3044	3044	0.6666666666666666	7299.429004223039	0	59
1	#	0	1	0	#	0	0.23067648453224557	0.7457627118644068	1	207.51351337611305	3958	3062	0.6666666666666666	207.51351337611305	44	59
1	#	0	0	0	#	0	0.2373046875	0.75	1	209.0627122368675	3928	3096	0.6666666666666666	209.0627122368675	42	56
#	#	0	#	#	0	0	0.22807935994887288	0.7440758293838863	1	198.46713215719458	3999	3152	0.3333333333333333	192.33391519649322	157	211
1	#	1	#	#	0	1	0.0010248979308171181	0.2524271844660194	1	170.14188941867445	3858	3174	0.5	83303.18480742163	26	103
1	1	#	#	0	#	1	0.029639526626358634	0.49473684210526314	1	194.0053755104014	3953	3234	0.5	3284.531798755503	47	95
0	#	#	1	1	#	1	0.22367019619581413	0.7411764705882353	1	163.26992427871275	3887	3311	0.5	163.26992427871275	63	85
#	1	#	1	#	0	1	0.02936803318571459	0.49382716049382713	2	163.31008670582463	3940	3345	0.5	11161.668218697097	40	81
1	#	0	#	0	1	1	0.02744384574697083	0.48717948717948717	1	197.57803915682092	3874	3362	0.6666666666666666	3612.6398803692823	19	39
0	1	#	#	#	1	1	0.029272806180385812	0.4935064935064935	1	188.70643727873522	3979	3403	0.5	3234.8439024522568	38	77
