A_0	A_1	R_0	R_1	R_2	R_3	phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
#	1	0	#	0	0	0	0.23128204024853688	0.7461538461538462	1	139.33639603876063	2575	527	0.6666666666666666	None	97	130
1	#	#	0	#	0	1	0.0009765625	0.25	1	146.8298878625401	2512	528	0.5	None	65	260
0	1	#	1	#	#	1	1.0	1.0	15	126.62927964844634	2601	553	0.5	None	259	259
#	#	#	1	#	#	0	0.00740383751278385	0.3748792270531401	1	142.57638192901413	2619	553	0.16666666666666666	None	388	1035
#	0	#	0	1	#	1	0.2373046875	0.75	2	134.89547142625474	2604	556	0.5	None	192	256
#	#	#	0	0	#	0	0.23807666045680695	0.7504873294346979	3	147.82079167175482	2617	569	0.3333333333333333	None	385	513
#	0	1	#	#	1	1	0.23575772610428447	0.7490196078431373	7	150.8578044743195	2549	578	0.5	None	191	255
0	#	0	#	#	0	0	0.23887208421077794	0.7509881422924901	1	126.27621540273151	2575	581	0.5	None	190	253
0	1	0	#	0	#	0	0.030019840638976	0.496	1	128.7929987903224	2575	595	0.6666666666666666	None	62	125
#	1	1	#	#	#	1	0.03125	0.5	1	142.0249164412346	2606	610	0.3333333333333333	None	253	506
0	1	0	1	#	#	0	0.0	0.0	1	123.43585684885757	617	617	0.6666666666666666	None	0	124
#	0	#	#	#	1	1	0.030632430555994714	0.49800796812749004	2	150.8793298576931	2604	620	0.3333333333333333	None	250	502
#	1	#	0	#	0	1	0.0	0.0	3	145.0133135199479	626	626	0.5	None	0	250
#	1	0	0	0	#	1	0.0009765625	0.25	1	150.78585067561613	2552	632	0.6666666666666666	None	31	124
1	#	#	1	#	#	1	0.030936876275195143	0.49899396378269617	2	150.17066576220424	2586	638	0.3333333333333333	None	248	497
1	#	0	#	0	1	0	0.030000163240177628	0.4959349593495935	2	166.81097767973864	2589	669	0.6666666666666666	None	61	123
0	1	#	#	1	#	0	0.03125	0.5	1	131.89118460388397	2610	671	0.5	None	122	244
#	1	1	#	#	1	0	0.0009567946829918537	0.24897959183673468	1	151.3112859813295	2591	674	0.5	None	61	245
#	1	#	1	#	#	0	0.000986630069478787	0.25051334702258726	1	138.02729830835827	2619	681	0.3333333333333333	None	122	487
#	0	#	#	1	#	1	0.2356681096969878	0.7489626556016598	9	154.2077453521974	2604	684	0.3333333333333333	None	361	482
#	0	0	0	#	#	1	0.0009564693090293502	0.24896265560165975	1	143.00603031053348	2604	684	0.5	None	60	241
0	#	#	#	0	#	0	0.031901019295002754	0.5020661157024794	1	127.82065729611675	2608	688	0.3333333333333333	None	243	484
1	1	0	0	0	1	0	0.0	0.0	1	151.41025036923145	696	696	1.0	None	0	30
#	0	#	0	0	#	0	0.23895034476539087	0.7510373443983402	6	140.5758219049108	2617	697	0.5	None	181	241
0	#	0	1	#	#	0	0.03125	0.5	2	132.43404072442362	2608	698	0.5	None	120	240
#	#	1	0	#	#	1	0.030925158747912903	0.4989561586638831	2	142.7727687406883	2606	706	0.3333333333333333	None	239	479
0	0	0	#	#	#	0	1.0	1.0	18	134.39184556087184	2608	752	0.5	None	234	234
#	1	#	0	#	1	1	0.031926381846825384	0.5021459227467812	3	139.02271631838653	2606	756	0.5	None	117	233
1	#	1	#	1	0	0	0.032608494584992084	0.5042735042735043	1	135.18040686994954	2619	763	0.6666666666666666	None	59	117
1	#	#	#	#	1	1	0.2373046875	0.75	13	167.6230109805444	2606	766	0.3333333333333333	None	348	464
#	#	0	#	#	1	0	0.030913981619462533	0.49892008639308855	1	152.11179776579417	2608	768	0.3333333333333333	None	231	463
0	#	#	0	#	#	0	0.23645168806877276	0.7494600431965442	4	130.6959170115384	2610	768	0.3333333333333333	None	347	463
#	0	1	#	#	1	0	0.000997884020951957	0.2510822510822511	2	150.8578044743195	2617	770	0.5	None	58	231
#	#	#	#	1	#	0	0.007524825074417615	0.37609649122807015	1	137.75202170223497	2619	799	0.16666666666666666	None	343	912
#	#	#	1	0	#	0	0.030561701021131597	0.49777777777777776	1	139.74234562498273	2608	816	0.3333333333333333	None	224	450
#	#	#	0	#	0	1	0.0009550531569103624	0.24888888888888888	1	137.16118461078887	2597	818	0.3333333333333333	None	112	450
#	1	0	0	1	1	1	0.03125	0.5	1	112.62242549549539	2420	820	0.8333333333333334	None	28	56
0	#	#	1	1	#	1	0.23376289008649898	0.7477477477477478	2	138.218589675511	2564	836	0.5	None	166	222
0	#	0	#	1	0	0	0.2409554602470073	0.7522935779816514	1	123.76044159140288	2499	837	0.6666666666666666	None	82	109
#	#	0	1	#	#	0	0.031602705229322514	0.501123595505618	1	142.41486394350483	2608	837	0.3333333333333333	None	223	445
0	1	#	0	#	#	0	1.0	1.0	23	134.4605010809701	2610	851	0.5	None	221	221
1	#	0	1	#	#	0	0.03125	0.5	1	149.0634576225515	2589	861	0.5	None	110	220
#	1	#	0	#	#	1	0.001021766151461241	0.25227272727272726	1	142.86552629377962	2606	866	0.3333333333333333	None	111	440
1	#	0	#	#	1	1	0.2409554602470073	0.7522935779816514	2	160.52955038215566	2604	884	0.5	None	164	218
0	1	#	#	#	0	0	0.03052328762601331	0.49765258215962443	1	132.76161095442373	2610	911	0.5	None	106	213
#	#	0	1	1	1	1	0.22993555425225484	0.7452830188679245	2	156.64431912403762	2586	922	0.6666666666666666	None	79	106
#	1	1	0	#	1	1	0.03125	0.5	1	135.55800103244414	2606	930	0.6666666666666666	None	53	106
1	1	#	#	#	1	1	1.0	1.0	35	163.94865616791236	2606	930	0.5	None	213	213
1	#	#	#	1	#	1	0.23173440339857496	0.7464454976303317	1	139.59074947474528	2604	940	0.3333333333333333	None	315	422
#	1	#	0	#	#	0	0.2335617864421081	0.7476190476190476	7	142.86552629377962	2610	946	0.3333333333333333	None	314	420
#	#	#	0	#	1	1	0.030878864070415346	0.4988066825775656	1	144.0587770973084	2606	948	0.3333333333333333	None	209	419
1	1	0	0	#	1	0	0.0	0.0	1	139.97010932861002	952	952	0.8333333333333334	None	0	52
1	#	1	#	0	#	0	0.2373046875	0.75	2	161.81665021353783	2617	953	0.5	None	156	208
0	1	#	#	#	#	1	0.030875304095774474	0.4987951807228916	3	134.26902046220152	2601	961	0.3333333333333333	None	207	415
0	0	#	1	#	#	0	0.03050242698735483	0.4975845410628019	1	129.65758408639198	2608	965	0.5	None	103	207
1	#	#	0	1	#	1	0.2354001653509851	0.748792270531401	4	136.8415910892028	2604	976	0.5	None	155	207
#	#	#	1	1	#	0	0.001012907025707112	0.25183374083129584	1	141.67609099229435	2619	986	0.3333333333333333	None	103	409
1	#	0	1	0	#	0	0.22965034521487823	0.7450980392156863	1	159.65118255475758	2589	989	0.6666666666666666	None	76	102
0	#	0	#	0	#	0	0.23927892526186206	0.7512437810945274	3	129.72024778444217	2608	1008	0.5	None	151	201
#	0	0	#	#	#	0	0.23927892526186206	0.7512437810945274	9	147.4561029821229	2608	1008	0.3333333333333333	None	302	402
#	1	#	#	#	0	0	0.23927892526186206	0.7512437810945274	3	128.38503433540103	2619	1019	0.3333333333333333	None	302	402
1	0	#	#	0	#	0	1.0	1.0	27	159.30712808098093	2617	1032	0.5	None	199	199
#	0	0	0	#	#	0	0.23333647121053863	0.7474747474747475	2	143.00603031053348	2568	1032	0.5	None	148	198
#	#	0	0	0	#	0	0.507354017535053	0.8730964467005076	2	148.94956063930985	2575	1039	0.5	None	172	197
0	1	#	0	0	#	1	0.0	0.0	1	135.47210559329528	1039	1039	0.6666666666666666	None	0	99
#	#	0	#	1	1	1	0.09488431494684821	0.6243654822335025	1	142.22593128225	2604	1050	0.5	None	123	197
0	#	#	1	0	0	1	0.24141020746326297	0.7525773195876289	2	109.94183482634924	2601	1065	0.6666666666666666	None	73	97
1	#	#	0	#	#	1	0.0316537414131218	0.5012853470437018	1	150.81753059635193	2606	1068	0.3333333333333333	None	195	389
1	#	0	0	1	#	1	0.24141020746326297	0.7525773195876289	2	130.25068003646487	2604	1068	0.6666666666666666	None	73	97
#	1	1	0	#	#	0	0.24141020746326297	0.7525773195876289	5	143.75836214989778	2610	1074	0.5	None	146	194
0	0	#	#	#	1	0	0.03206801856076874	0.5025906735751295	1	133.27056783026978	2608	1082	0.5	None	97	193
#	0	0	#	#	0	1	0.0009765625	0.25	1	140.4080024744872	2512	1104	0.5	None	47	188
#	#	0	#	0	#	1	0.0010434260806584366	0.25333333333333335	1	151.3950027881396	2601	1117	0.3333333333333333	None	95	375
1	#	#	#	#	0	0	0.2394502855336046	0.7513513513513513	9	133.17037618757544	2619	1147	0.3333333333333333	None	278	370
0	#	#	1	#	1	1	0.23515130168221252	0.7486338797814208	3	138.780129108303	2549	1153	0.5	None	137	183
1	#	#	0	#	#	0	0.03082656452762148	0.4986376021798365	1	150.81753059635193	2617	1160	0.3333333333333333	None	183	367
#	#	0	#	0	0	0	0.5109100722922134	0.8743169398907104	1	138.30923639077892	2575	1160	0.5	None	160	183
0	#	0	0	#	0	0	1.0	1.0	1	131.8462904570582	2575	1167	0.6666666666666666	None	89	89
0	#	#	1	#	0	1	0.2395476270037328	0.751412429378531	1	114.59951375182567	2601	1193	0.5	None	133	177
#	1	#	0	1	0	1	0.0	0.0	1	133.586063423108	1202	1202	0.6666666666666666	None	0	89
#	1	#	1	#	1	1	1.0	1.0	8	161.71142090232883	2586	1217	0.5	None	175	175
1	0	#	0	1	0	0	0.0	0.0	1	140.967403806019	1232	1232	0.8333333333333334	None	0	43
#	#	#	1	#	1	0	0.0010051150343156994	0.2514450867052023	1	162.51084072009175	2608	1242	0.3333333333333333	None	87	346
1	1	#	1	1	#	1	0.029494837976210178	0.4942528735632184	1	132.23168265925463	2586	1242	0.6666666666666666	None	43	87
1	0	#	1	#	1	0	0.027781404364645906	0.4883720930232558	1	172.77826667468722	2589	1245	0.6666666666666666	None	42	86
#	#	#	0	1	#	1	0.030791796795450077	0.49852507374631266	1	133.38006784320052	2604	1260	0.3333333333333333	None	169	339
1	1	#	0	1	#	1	0.02945451143319363	0.49411764705882355	1	128.73367079661477	2466	1268	0.6666666666666666	None	42	85
0	#	#	#	#	1	1	0.03125	0.5	1	133.8703075118596	2549	1281	0.3333333333333333	None	167	334
#	#	#	#	#	1	1	0.09522496463345191	0.624813153961136	3	157.71765441164854	2606	1282	0.16666666666666666	None	418	669
0	#	#	1	#	0	0	0.0010061531617155976	0.25149700598802394	1	114.59951375182567	2437	1284	0.5	None	42	167
1	0	#	#	#	#	0	0.03125	0.5	1	163.75600469999617	2617	1309	0.3333333333333333	None	163	326
#	#	1	0	#	#	0	0.03272844792749205	0.5046439628482973	1	142.7727687406883	2617	1330	0.3333333333333333	None	163	323
1	1	#	#	#	1	0	0.0	0.0	2	163.94865616791236	1332	1332	0.5	None	0	163
0	#	0	1	#	0	1	0.02932159417985371	0.4936708860759494	1	119.62717185046395	2601	1348	0.6666666666666666	None	39	79
#	0	1	#	1	#	1	1.0	1.0	7	146.1020461517537	2597	1381	0.5	None	153	153
#	1	#	#	#	1	1	0.23858741255028879	0.7508090614886731	7	156.1438616721064	2606	1390	0.3333333333333333	None	232	309
1	1	1	#	#	1	0	0.0	0.0	1	164.61852638381424	1390	1390	0.6666666666666666	None	0	77
#	1	#	#	#	#	0	0.03125	0.5	2	141.09126176106662	2619	1394	0.16666666666666666	None	308	616
1	0	#	#	#	0	1	0.030215324071577322	0.4966442953020134	1	151.2161818587687	2574	1424	0.5	None	74	149
1	1	#	1	#	1	0	0.0	0.0	1	172.8497628266918	1434	1434	0.6666666666666666	None	0	74
1	#	#	1	#	0	0	0.2400448973229144	0.7517241379310344	3	131.28663382978846	2619	1467	0.5	None	109	145
#	0	#	#	0	#	0	0.23170813084821895	0.7464285714285714	2	137.8114420206434	2617	1501	0.3333333333333333	None	209	280
#	1	1	0	1	#	0	0.23178621541003852	0.7464788732394366	1	135.49999010133422	2610	1503	0.6666666666666666	None	53	71
1	1	#	#	#	#	0	0.030693964388101038	0.4982078853046595	1	143.58255087343787	2619	1518	0.3333333333333333	None	139	279
0	#	0	#	0	1	0	0.24309233458977172	0.7536231884057971	1	130.58901751984143	2608	1520	0.6666666666666666	None	52	69
0	0	#	#	#	1	1	0.03125	0.5	2	133.27056783027018	2549	1538	0.5	None	67	134
#	#	#	#	1	1	1	0.23573313881042518	0.749003984063745	1	155.35192677457093	2604	1626	0.3333333333333333	None	188	251
#	0	#	#	#	#	0	0.031573496205736754	0.5010309278350515	3	147.11893040400076	2617	1648	0.16666666666666666	None	243	485
#	#	1	0	0	#	0	0.10015081146590296	0.6311475409836066	2	146.10741533899983	2617	1649	0.5	None	77	122
1	0	#	#	1	#	1	1.0	1.0	40	161.88695047808355	2604	1680	0.5	None	118	118
#	1	#	#	#	#	1	0.031587469870579025	0.5010752688172043	1	141.09126176106662	2606	1698	0.16666666666666666	None	233	465
1	#	#	0	1	1	1	1.0	1.0	4	134.77812909896454	2604	1698	0.6666666666666666	None	58	58
1	1	#	0	0	#	0	0.028510535420456874	0.4909090909090909	1	167.2567310983089	2444	1738	0.6666666666666666	None	27	55
#	#	1	#	1	#	1	0.23376289008649898	0.7477477477477478	3	145.37786293399395	2597	1742	0.3333333333333333	None	166	222
#	1	#	1	#	1	0	0.0	0.0	2	161.711420902317	1754	1754	0.5	None	0	108
#	#	0	#	#	#	0	0.09404412980334743	0.6232558139534884	1	141.39534803051285	2608	1757	0.16666666666666666	None	268	430
1	#	0	#	#	#	0	0.030536559774532495	0.4976958525345622	2	146.56610233993084	2589	1757	0.3333333333333333	None	108	217
1	#	#	0	#	1	1	0.22993555425225484	0.7452830188679245	1	153.40421835122086	2606	1780	0.5	None	79	106
#	1	#	1	#	0	0	0.032766711146467724	0.5047619047619047	2	118.02130376108013	2619	1787	0.5	None	53	105
0	#	0	#	#	#	1	0.0009272514843591112	0.24742268041237114	1	132.73615780554775	2601	1840	0.3333333333333333	None	48	194
#	0	1	#	0	#	1	0.02967204749949156	0.4948453608247423	1	133.63548023107626	2549	1845	0.5	None	48	97
0	0	1	#	#	1	0	0.0	0.0	1	121.10832716097372	1858	1858	0.6666666666666666	None	0	47
1	1	#	#	#	0	0	1.0	1.0	18	130.6312313019011	2619	1866	0.5	None	95	95
0	#	0	0	#	#	0	1.0	1.0	9	129.1121687372409	2575	1875	0.5	None	91	91
0	1	0	0	0	#	1	0.0	0.0	1	133.29503415596378	1875	1875	0.8333333333333334	None	0	22
0	1	#	#	#	#	0	0.03304551584475798	0.5056179775280899	1	134.26902046220152	2610	1905	0.3333333333333333	None	90	178
0	#	#	0	#	0	0	0.23279332323579968	0.7471264367816092	1	131.5138126193385	2610	1923	0.5	None	65	87
#	1	#	#	0	#	0	0.03125	0.5	1	151.70278236197606	2575	1932	0.3333333333333333	None	86	172
1	#	#	0	#	0	0	0.22367019619581413	0.7411764705882353	1	146.8298878246526	2568	1932	0.5	None	63	85
1	#	0	#	1	#	1	0.23279332323579968	0.7471264367816092	1	133.8107744038153	2604	1936	0.5	None	65	87
1	1	0	#	1	#	1	0.02724920932908401	0.4864864864864865	1	120.63503540041727	2586	2036	0.6666666666666666	None	18	37
#	1	#	#	#	0	1	0.0009765625	0.25	1	128.38503433540095	2601	2060	0.3333333333333333	None	35	140
#	0	1	#	1	#	0	0.0	0.0	1	146.102046664356	2062	2062	0.5	None	0	70
#	0	#	#	1	#	0	0.0007542159249645851	0.23741007194244604	1	154.20774535219758	2496	2062	0.3333333333333333	None	33	139
#	#	0	#	#	#	1	0.007703170603918212	0.37786259541984735	1	141.39534803051285	2604	2096	0.16666666666666666	None	99	262
0	0	0	1	#	#	1	0.0	0.0	1	134.7786643769494	2117	2117	0.6666666666666666	None	0	31
1	0	0	#	#	#	1	0.03125	0.5	1	158.7370633416415	2604	2128	0.5	None	31	62
1	0	#	1	#	#	0	0.0286899592428037	0.4915254237288136	1	166.53331918160256	2589	2141	0.5	None	29	59
0	#	#	1	#	1	0	0.0012620658543943514	0.2631578947368421	1	138.78016763628403	2608	2165	0.5	None	15	57
1	#	1	#	1	#	1	0.23020027395048778	0.7454545454545455	2	148.9150164502096	2574	2190	0.5	None	41	55
0	#	1	0	#	#	0	0.03431148168782393	0.5094339622641509	1	127.94110881858086	2610	2207	0.5	None	27	53
0	#	0	#	0	0	1	0.0009765625	0.25	1	125.33406577497921	2601	2217	0.6666666666666666	None	6	24
1	0	#	#	0	#	1	0.0	0.0	1	159.30733760763246	2233	2233	0.5	None	0	48
#	#	0	0	#	1	0	0.08943359730521624	0.6170212765957447	1	140.10278591604003	2496	2240	0.5	None	29	47
1	#	1	#	0	#	1	0.0009765625	0.25	1	161.8184341281642	2606	2297	0.5	None	10	40
0	1	#	0	#	#	1	0.0	0.0	2	134.4597437173675	2335	2335	0.5	None	0	36
#	1	1	1	#	#	0	0.0008515377915338753	0.24324324324324326	1	138.49392105032823	2619	2336	0.5	None	9	37
0	#	1	#	#	1	1	0.2373046875	0.75	1	127.73126669682419	2549	2357	0.5	None	24	32
0	0	1	#	#	#	1	1.0	1.0	7	112.92613164461372	2597	2391	0.5	None	28	28
0	#	1	1	#	#	1	1.0	1.0	3	124.34846787298025	2549	2421	0.5	None	24	24
0	#	1	#	#	#	1	0.20030418945312498	0.725	1	129.56656744866513	2597	2469	0.3333333333333333	None	29	40
1	#	#	#	1	1	1	1.0	1.0	1	161.82861722788823	2604	2470	0.5	None	20	20
0	0	0	#	#	#	1	0.0	0.0	1	134.63183010562048	2480	2480	0.5	None	0	18
#	0	1	#	0	1	1	0.01734152991583261	0.4444444444444444	1	139.99904	2549	2485	0.6666666666666666	None	4	9
1	1	1	#	#	#	0	0.04158799090330928	0.5294117647058824	1	149.8492187189248	2619	2491	0.5	None	9	17
#	0	#	1	1	#	1	0.2693290743429045	0.7692307692307693	1	159.58972927999997	2574	2510	0.5	None	10	13
#	1	#	0	1	#	0	0.18593443208187066	0.7142857142857143	1	130.70869800960003	2610	2527	0.5	None	10	14
0	#	#	1	0	#	1	0.2373046875	0.75	1	122.00264192	2601	2537	0.5	None	9	12
0	#	0	#	0	#	1	0.000541922809869769	0.2222222222222222	1	131.15648000000002	2601	2544	0.5	None	2	9
