A_0	A_1	R_0	R_1	R_2	R_3	phenotype	Fitness	Accuracy	Numerosity	AveMatchSetSize	TimeStampGA	InitTimeStamp	Specificity	DeletionProb	CorrectCount	MatchCount
1	#	1	#	#	#	0	0.031049936637607033	0.4993581514762516	1	168.9457961342774	3178	79	0.3333333333333333	None	389	779
0	#	#	#	1	0	0	0.03085242248408093	0.49872122762148335	1	168.5141581952684	3164	82	0.5	None	195	391
#	#	#	#	1	#	0	0.00746349186401916	0.3754813863928113	2	160.8715656616219	3178	82	0.16666666666666666	None	585	1558
0	1	#	#	#	0	1	0.0316537414131218	0.5012853470437018	1	186.59575000378732	3190	88	0.5	None	195	389
0	#	0	1	#	0	1	0.03125	0.5	2	179.19246569247105	3190	88	0.6666666666666666	None	97	194
#	#	#	#	#	0	0	0.0956141139496267	0.6253229974160207	10	178.57702893226633	3192	106	0.16666666666666666	None	968	1548
#	#	#	1	0	#	0	0.03125	0.5	1	188.93494327080174	3130	118	0.3333333333333333	None	385	770
#	#	0	#	#	#	1	0.007407744020866847	0.37491877842755034	3	166.08957266853253	3190	121	0.16666666666666666	None	577	1539
0	#	1	#	1	#	1	0.23627382595147145	0.7493472584856397	5	183.5697021372345	3175	128	0.5	None	287	383
1	#	1	#	0	1	0	0.030440458544253514	0.4973821989528796	1	157.77355384684282	3138	130	0.6666666666666666	None	95	191
#	1	0	#	#	#	1	0.03084416135591441	0.49869451697127937	2	176.66861251882716	3190	136	0.3333333333333333	None	382	766
0	#	0	#	#	1	1	0.0009512643295079223	0.2486910994764398	1	148.69907621761283	2620	136	0.5	None	95	382
1	#	#	#	#	#	1	0.03094462775145911	0.49901896664486595	5	181.17833323059958	3181	139	0.16666666666666666	None	763	1529
#	1	0	#	#	0	1	0.0009638138172584779	0.24934383202099739	1	193.61882974881595	3190	152	0.5	None	95	381
#	#	0	#	#	1	1	0.030638871556120384	0.4980289093298292	1	157.3375996701971	3181	158	0.3333333333333333	None	379	761
1	#	0	#	#	#	1	0.030839900700697906	0.49868073878627966	1	188.02775338396992	3181	158	0.3333333333333333	None	378	758
0	#	1	0	1	#	1	0.03125	0.5	1	153.20520330144285	3175	167	0.6666666666666666	None	94	188
0	#	1	0	#	#	1	0.0316666607800829	0.5013262599469496	2	146.94136074712904	3180	172	0.5	None	189	377
#	#	0	#	#	0	0	0.2378276152113597	0.750330250990753	6	184.41685152386208	3192	179	0.3333333333333333	None	568	757
#	#	#	#	0	#	0	0.09587309027115788	0.6256613756613757	9	181.9308523446314	3192	179	0.16666666666666666	None	946	1512
1	#	#	1	#	0	0	0.2373046875	0.75	1	179.86457621104108	3178	186	0.5	None	282	376
#	1	#	#	0	0	0	0.2373046875	0.75	1	201.17360561855364	3130	186	0.5	None	282	376
0	#	0	#	#	#	0	0.23677851323378768	0.7496671105193076	8	158.80139817756202	3171	195	0.3333333333333333	None	563	751
0	#	#	#	#	1	0	0.03125	0.5	1	156.23094018563108	3171	195	0.3333333333333333	None	375	750
1	#	0	1	#	#	1	0.03125	0.5	1	184.02442308005217	3181	198	0.5	None	187	374
#	1	#	#	0	#	0	0.03104194481481402	0.4993324432576769	2	187.01701075560499	3146	202	0.3333333333333333	None	374	749
0	#	1	#	#	#	0	0.0009636109261727076	0.24933333333333332	2	175.33713354088076	3146	202	0.3333333333333333	None	187	750
0	#	#	#	1	1	1	0.030414486935609986	0.4972972972972973	1	147.0434259634853	3136	218	0.5	None	184	370
0	#	0	#	0	#	0	0.23414067030125063	0.7479892761394102	3	176.37388467446561	3171	243	0.5	None	279	373
0	#	1	#	#	0	1	0.2373046875	0.75	1	176.03753926389072	3175	253	0.5	None	276	368
0	#	#	#	1	0	1	0.030828847131435928	0.4986449864498645	1	168.5141581952684	3175	253	0.5	None	184	369
#	1	1	#	0	#	0	0.03082656452762148	0.4986376021798365	1	178.75103125701563	3146	266	0.5	None	183	367
0	#	#	1	0	0	1	0.23515130168221252	0.7486338797814208	1	184.4956005659638	3190	270	0.6666666666666666	None	137	183
0	#	1	1	1	1	0	0.0	0.0	1	218.48520670570073	279	279	0.8333333333333334	None	0	90
#	1	#	1	#	0	1	0.03125	0.5	3	195.2488025203463	3190	280	0.5	None	183	366
0	#	0	#	#	#	1	0.0009566874021762517	0.24897400820793433	1	158.80139817756202	3190	280	0.3333333333333333	None	182	731
#	#	1	#	1	#	1	0.2356726119400021	0.7489655172413793	8	174.65933197142053	3175	295	0.3333333333333333	None	543	725
0	0	#	#	1	0	1	0.03125	0.5	1	159.29633775626823	3175	295	0.6666666666666666	None	91	182
1	#	#	1	0	1	1	0.03125	0.5	2	181.51914311407438	2645	302	0.6666666666666666	None	90	180
#	#	#	1	#	1	1	0.23512759500208796	0.7486187845303868	5	172.09862479592343	3181	302	0.3333333333333333	None	542	724
#	#	1	1	0	0	0	0.03125	0.5	1	178.55311935560803	3130	314	0.6666666666666666	None	90	180
0	#	0	#	0	1	1	0.0009765625	0.25	1	161.7095502377034	2620	316	0.6666666666666666	None	45	180
#	1	#	1	#	#	1	0.23785374947590548	0.7503467406380028	13	197.77070291196247	3190	316	0.3333333333333333	None	541	721
#	#	1	#	1	1	1	0.5118892361965635	0.8746518105849582	5	174.5358407430603	3136	320	0.5	None	314	359
#	#	#	#	1	0	1	0.031033287937911623	0.4993045897079277	1	166.11270989196186	3175	326	0.3333333333333333	None	359	719
#	#	#	1	#	#	1	0.09470423928039624	0.6241283124128313	4	182.46590066804123	3190	334	0.16666666666666666	None	895	1434
0	1	0	1	#	0	0	0.0	0.0	1	193.14240336094758	344	344	0.8333333333333334	None	0	89
1	1	#	#	#	0	0	1.0	1.0	34	182.3895239726265	3178	378	0.5	None	352	352
1	#	#	#	0	0	0	1.0	1.0	21	199.13212470471552	3192	378	0.5	None	353	353
#	1	0	1	#	#	1	0.2373046875	0.75	5	197.990939188929	3190	380	0.5	None	264	352
#	#	1	#	1	#	0	0.0009905531386672913	0.25071225071225073	2	174.65933197142053	3178	389	0.3333333333333333	None	176	702
#	0	#	#	#	0	1	0.03125	0.5	2	170.8282056432658	3175	390	0.3333333333333333	None	351	702
#	#	#	1	#	0	1	0.03125	0.5	1	190.32790646943448	3190	390	0.3333333333333333	None	351	702
#	#	#	#	0	1	1	0.03147353270772705	0.5007132667617689	1	167.41746094149545	3180	394	0.3333333333333333	None	351	701
#	#	#	1	#	0	0	0.03147417411627712	0.5007153075822603	3	190.32790646943448	3178	401	0.3333333333333333	None	350	699
1	#	0	#	#	0	0	0.24188572379757858	0.7528735632183908	3	197.99342289620478	3192	401	0.5	None	262	348
#	1	1	#	1	1	1	0.23959968673035922	0.7514450867052023	1	179.79303562543882	2208	407	0.6666666666666666	None	130	173
#	#	0	#	#	0	1	0.0009488210641039001	0.24856321839080459	1	184.41685152386208	3190	412	0.3333333333333333	None	173	696
0	#	1	#	#	#	1	0.24074382849692785	0.7521613832853026	5	175.33713354088076	3180	423	0.3333333333333333	None	522	694
#	#	1	#	0	#	1	0.031702890995480223	0.5014409221902018	1	170.24869926350988	3180	428	0.3333333333333333	None	348	694
0	#	#	0	0	1	1	0.000948662562707023	0.24855491329479767	1	134.88217424496264	3180	428	0.6666666666666666	None	43	173
0	#	1	#	#	1	1	0.23615384249554686	0.749271137026239	3	171.53432719593158	3180	448	0.5	None	257	343
1	#	#	#	#	1	1	0.23846001485448604	0.750728862973761	7	170.67680973587818	3181	452	0.3333333333333333	None	515	686
#	#	#	0	1	0	1	0.007061355469769458	0.3713450292397661	1	152.7594304022946	3175	464	0.5	None	127	342
#	1	0	#	#	0	0	0.2350007759531307	0.7485380116959064	3	193.61882974881595	3164	465	0.5	None	256	342
#	#	#	#	#	1	1	0.09578829343843892	0.6255506607929515	3	160.10024588926012	3181	473	0.16666666666666666	None	852	1362
1	#	#	1	#	1	1	0.24199435836144062	0.7529411764705882	5	180.86624081469458	3181	473	0.5	None	256	340
#	0	0	#	0	#	0	1.0	1.0	20	186.11028054097218	3192	483	0.5	None	341	341
0	0	1	#	1	0	0	0.0	0.0	1	176.5092788496883	487	487	0.8333333333333334	None	0	85
1	#	#	#	0	#	0	0.23789294870719832	0.75037147102526	9	188.44032136937687	3192	506	0.3333333333333333	None	505	673
#	#	0	0	1	0	1	0.0009765625	0.25	1	149.28351101452262	3143	511	0.6666666666666666	None	42	168
#	#	1	#	#	1	1	0.23671584241200383	0.7496274217585693	1	167.00815468600086	3180	512	0.3333333333333333	None	503	671
1	#	#	1	1	0	1	0.030325509496158788	0.49700598802395207	1	156.24904703162744	3078	518	0.6666666666666666	None	83	167
#	0	#	#	#	#	1	0.031366865987664985	0.5003734129947722	6	161.52283139084258	3180	518	0.16666666666666666	None	670	1339
#	0	#	#	0	#	0	0.23671231463665732	0.7496251874062968	8	176.33031293671976	3192	534	0.3333333333333333	None	500	667
1	#	0	#	0	#	0	0.24210827022082346	0.7530120481927711	2	209.2038688227882	3192	534	0.5	None	250	332
#	0	1	#	#	1	1	0.24210827022082346	0.7530120481927711	8	162.87818729369042	3180	538	0.5	None	250	332
#	0	1	#	1	#	1	1.0	1.0	18	170.69204720476432	3175	538	0.5	None	332	332
0	0	1	#	#	1	0	0.0	0.0	1	166.29604279048166	556	556	0.6666666666666666	None	0	165
#	#	1	1	1	1	1	1.0	1.0	5	201.5031096650512	3136	576	0.6666666666666666	None	163	163
#	0	1	1	#	1	1	0.2348881629707487	0.7484662576687117	2	179.2436557814517	3136	576	0.6666666666666666	None	122	163
0	1	#	#	#	1	0	0.03125	0.5	2	168.56784096664228	3146	586	0.5	None	163	326
#	#	#	1	1	1	1	0.5095360257139714	0.8738461538461538	3	170.86508154939082	3181	599	0.5	None	284	325
#	#	0	#	0	#	1	0.0009765625	0.25	1	187.18187289282608	3190	611	0.3333333333333333	None	162	648
#	0	#	#	1	#	1	0.23485826833109766	0.7484472049689441	7	151.09405179621865	3175	615	0.3333333333333333	None	482	644
#	#	1	#	1	0	1	0.09419585580400501	0.6234567901234568	1	171.44401096587293	3175	615	0.5	None	202	324
#	0	1	#	#	#	1	0.2366902272202183	0.749611197511664	10	162.788588582291	3180	620	0.3333333333333333	None	482	643
#	1	#	1	1	1	0	0.0	0.0	2	197.52817444623656	621	621	0.6666666666666666	None	0	160
#	#	1	#	#	#	1	0.09492331211658506	0.6244167962674961	6	175.12806739742405	3180	623	0.16666666666666666	None	803	1286
#	1	#	#	#	0	0	0.23485826833109766	0.7484472049689441	14	187.41836168682227	3178	626	0.3333333333333333	None	482	644
1	#	1	#	#	0	0	0.23977145097970196	0.7515527950310559	2	167.9209263442628	3178	626	0.5	None	242	322
#	1	0	1	0	#	1	0.2373046875	0.75	1	205.70810896087508	3190	636	0.6666666666666666	None	120	160
#	#	#	1	1	0	1	0.09447392671764628	0.6238244514106583	1	176.0230601968918	3078	646	0.5	None	199	319
#	#	0	0	0	#	0	0.5198588197272849	0.8773584905660378	3	182.68537312547207	3192	649	0.5	None	279	318
#	#	0	0	0	1	0	0.23983456533865202	0.7515923566878981	3	155.97930365617344	3171	683	0.6666666666666666	None	118	157
0	0	1	#	#	#	1	1.0	1.0	28	162.14165512134457	3180	684	0.5	None	314	314
0	1	0	1	#	#	0	0.0	0.0	1	194.6762612037398	694	694	0.6666666666666666	None	0	157
1	#	0	0	#	1	1	0.2347639755129309	0.7483870967741936	6	156.48248674835946	3166	708	0.6666666666666666	None	116	155
0	#	#	#	#	#	1	0.03150324016602539	0.5008077544426495	2	167.50159481209013	3190	724	0.16666666666666666	None	620	1238
0	1	#	#	#	#	1	0.03125	0.5	4	181.36391401433417	3190	728	0.3333333333333333	None	308	616
#	0	1	1	1	1	0	0.0	0.0	1	187.2180261392902	735	735	0.8333333333333334	None	0	76
#	#	#	#	1	#	1	0.09513218895399089	0.6246913580246913	2	160.8715656616219	3181	768	0.16666666666666666	None	759	1215
1	1	#	#	#	1	1	1.0	1.0	25	168.43732565502486	3181	772	0.5	None	303	303
0	1	#	1	#	#	1	1.0	1.0	42	202.73523685961123	3190	792	0.5	None	300	300
1	0	#	#	0	#	0	1.0	1.0	29	185.89432889175413	3192	795	0.5	None	299	299
0	1	#	#	#	#	0	0.030472675780659153	0.49748743718592964	2	181.36391401433417	3164	806	0.3333333333333333	None	297	597
#	#	1	0	#	0	0	0.09410262950905347	0.6233333333333333	1	157.7817306841038	3110	806	0.5	None	187	300
#	0	1	#	#	1	0	0.0009602323918129161	0.24915824915824916	1	162.87818729369042	3138	812	0.5	None	74	297
#	0	#	#	#	1	1	0.030988276181713497	0.4991596638655462	1	149.53687635735903	3180	812	0.3333333333333333	None	297	595
1	1	#	#	#	#	1	0.030986510779808785	0.49915397631133673	3	175.3103727165437	3181	836	0.3333333333333333	None	295	591
#	1	0	#	0	0	0	0.23462633247291279	0.7482993197278912	1	214.428971903289	3037	841	0.6666666666666666	None	110	147
#	#	#	0	0	#	0	0.2379769383083967	0.7504244482173175	8	170.35193583839336	3192	841	0.3333333333333333	None	442	589
0	1	#	#	#	1	1	0.03178692900760871	0.5017064846416383	1	168.56784096664228	3156	851	0.5	None	147	293
1	1	#	#	#	1	0	0.0	0.0	1	168.43732565502486	853	853	0.5	None	0	293
#	#	1	1	#	1	1	0.511633677760762	0.8745644599303136	5	190.02267943691356	3156	896	0.5	None	251	287
#	#	0	#	0	0	0	0.5103520665872003	0.8741258741258742	7	207.9610779445589	3192	905	0.5	None	250	286
#	#	1	0	0	#	0	0.09338343521461642	0.6223776223776224	2	151.58119843451223	3146	906	0.5	None	178	286
#	1	0	#	#	#	0	0.03152557148542265	0.5008787346221442	1	176.66861251882716	3164	924	0.3333333333333333	None	285	569
#	#	#	0	0	#	1	0.000967889708608507	0.24955436720142601	2	170.35193583839336	3180	953	0.3333333333333333	None	140	561
0	#	0	#	#	0	0	0.2373046875	0.75	1	171.38968008792563	3164	988	0.5	None	207	276
#	1	0	#	#	1	1	0.23443178328587946	0.7481751824817519	2	166.15634047664025	3181	1005	0.5	None	205	274
#	0	#	0	0	#	0	0.23584883491857075	0.7490774907749077	1	176.21260376973424	3192	1026	0.5	None	203	271
#	0	0	#	1	0	1	0.028986493767943825	0.4925373134328358	1	138.94721600883767	3143	1031	0.6666666666666666	None	66	134
#	1	1	0	0	#	0	0.2343894319142217	0.7481481481481481	1	149.72671980377297	3146	1034	0.6666666666666666	None	101	135
#	0	#	1	0	#	0	0.23582707885020218	0.7490636704119851	1	168.44446911267502	3094	1051	0.5	None	200	267
#	#	#	#	1	1	1	0.23582707885020218	0.7490636704119851	5	150.72381711886806	3181	1055	0.3333333333333333	None	400	534
#	1	#	#	1	#	0	0.031544254043113784	0.50093808630394	3	171.3369305340905	3178	1062	0.3333333333333333	None	267	533
1	1	#	#	1	#	0	0.03125	0.5	1	165.28945208375723	3178	1079	0.5	None	132	264
#	#	#	0	0	0	0	0.5115174308449542	0.8745247148288974	5	189.07111009024175	3192	1097	0.5	None	230	263
#	1	#	#	#	#	0	0.03080485058305451	0.498567335243553	1	184.12728446877264	3178	1107	0.16666666666666666	None	522	1047
1	1	#	1	0	#	1	0.030075323325847173	0.4961832061068702	1	193.81379849051427	2645	1109	0.6666666666666666	None	65	131
1	#	#	#	0	0	1	0.0	0.0	1	199.13212470471552	1117	1117	0.5	None	0	260
#	0	0	#	#	#	0	0.24192137176577172	0.752895752895753	8	159.36150342908732	3192	1131	0.3333333333333333	None	390	518
#	#	#	#	0	0	0	0.23807666045680695	0.7504873294346979	2	190.46244952553042	3192	1146	0.3333333333333333	None	385	513
#	1	#	0	0	#	0	0.23887208421077794	0.7509881422924901	2	163.6591049964398	3146	1162	0.5	None	190	253
#	#	1	#	0	#	0	0.030642041936345118	0.4980392156862745	2	170.24869926350988	3146	1162	0.3333333333333333	None	254	510
#	#	0	0	0	#	1	2.817122713853705e-05	0.12301587301587301	2	182.68537312547207	3140	1187	0.5	None	31	252
#	0	#	0	#	0	1	0.029440654399456537	0.49407114624505927	1	168.16821611536002	3175	1191	0.5	None	125	253
#	1	#	0	#	0	0	1.0	1.0	14	171.04313380861993	3164	1202	0.5	None	249	249
#	1	1	#	1	#	0	0.03125	0.5	1	174.29119682690032	3178	1235	0.5	None	123	246
0	1	1	#	#	#	1	0.03255190620736826	0.5040983606557377	1	185.63827807731727	3156	1236	0.5	None	123	244
#	0	0	#	#	0	0	0.24222785347949022	0.7530864197530864	4	171.69315141236402	3192	1267	0.5	None	183	243
#	1	#	#	#	#	1	0.0315803353289199	0.5010526315789474	5	184.12728446877264	3190	1300	0.16666666666666666	None	476	950
0	#	#	1	#	#	1	0.23647320728269036	0.7494736842105263	3	182.51575293129468	3190	1300	0.3333333333333333	None	356	475
#	#	0	0	1	1	1	0.03125	0.5	1	118.13949429409143	3166	1310	0.6666666666666666	None	59	118
0	#	1	0	1	#	0	0.02993716417960346	0.49572649572649574	1	153.20520330148938	3110	1318	0.6666666666666666	None	58	117
0	0	#	1	#	1	1	0.029914729255417254	0.4956521739130435	1	152.25495594704634	3136	1344	0.6666666666666666	None	57	115
#	#	0	1	#	1	1	0.09235788258755662	0.6210045662100456	2	166.25623471079842	3181	1453	0.5	None	136	219
#	0	1	1	#	#	1	0.2354708115391712	0.7488372093023256	1	176.5583912160294	3136	1472	0.5	None	161	215
#	0	0	#	#	#	1	0.0009994855035639011	0.25116279069767444	1	159.36150342908732	3166	1475	0.3333333333333333	None	108	430
1	#	#	0	#	1	1	0.24102412417573232	0.7523364485981309	3	153.03661639162917	3166	1476	0.5	None	161	214
#	1	#	#	#	1	1	0.2382367550381043	0.7505882352941177	7	169.2237422748509	3181	1493	0.3333333333333333	None	319	425
#	1	#	1	1	#	1	0.23916735251118634	0.7511737089201878	1	190.47896563978526	3181	1495	0.5	None	160	213
#	1	0	0	0	#	0	0.2373046875	0.75	1	179.35521977871298	3037	1529	0.6666666666666666	None	78	104
1	1	#	#	#	0	1	0.0	0.0	1	182.3895239726265	1530	1530	0.5	None	0	208
1	1	#	1	#	0	1	0.0	0.0	1	184.680043859635	1530	1530	0.6666666666666666	None	0	104
#	0	#	1	1	0	1	0.2334895791260084	0.7475728155339806	1	158.19192221799074	3078	1542	0.6666666666666666	None	77	103
#	0	#	#	1	0	0	0.001000379977735686	0.25120772946859904	2	155.566066273798	3071	1542	0.5	None	52	207
#	#	1	1	#	#	1	0.23634394103969247	0.7493917274939172	2	189.34498532256143	3156	1556	0.3333333333333333	None	308	411
#	#	0	0	#	0	0	0.5219071182905436	0.8780487804878049	5	181.76136848469596	3192	1564	0.5	None	180	205
0	1	#	#	#	0	0	0.029747880744264175	0.4950980392156863	1	186.59575000378732	3164	1564	0.5	None	101	204
#	1	#	#	#	1	0	0.0009888616207243467	0.2506265664160401	1	169.2237422748509	3146	1604	0.3333333333333333	None	100	399
1	1	0	#	#	#	0	0.030456894189107738	0.49743589743589745	1	183.11068535182477	3153	1633	0.5	None	97	195
#	1	#	1	#	1	0	0.0	0.0	1	196.9037628809096	1645	1645	0.5	None	0	194
#	#	0	0	#	#	0	0.24141020746326297	0.7525773195876289	2	164.13798325316662	3192	1651	0.3333333333333333	None	292	388
1	#	0	#	0	1	1	0.029639526626358634	0.49473684210526314	1	183.44073722628823	3140	1668	0.6666666666666666	None	47	95
0	#	1	1	#	1	1	1.0	1.0	2	202.91490803759612	3156	1684	0.6666666666666666	None	94	94
#	1	1	1	#	#	1	0.23524118101521485	0.7486910994764397	2	194.5362004982572	3156	1684	0.5	None	143	191
#	#	#	0	#	0	0	0.2373046875	0.75	1	171.36182668752193	3192	1702	0.3333333333333333	None	282	376
#	#	0	0	0	0	0	1.0	1.0	5	211.783013521254	3192	1737	0.6666666666666666	None	91	91
#	#	#	0	#	#	0	0.09523596291008778	0.6248275862068966	1	163.0867637149888	3192	1747	0.16666666666666666	None	453	725
0	1	1	#	1	#	0	0.02957029160259521	0.4945054945054945	1	181.1677675949333	3110	1747	0.6666666666666666	None	45	91
1	#	0	0	1	#	1	0.2286448723941134	0.7444444444444445	1	145.73356570802432	3166	1758	0.6666666666666666	None	67	90
0	#	1	1	0	#	1	1.0	1.0	1	181.84177844605452	3156	1812	0.6666666666666666	None	86	86
1	0	1	#	#	0	0	0.03125	0.5	1	156.71033909779598	3070	1854	0.6666666666666666	None	42	84
0	#	1	1	#	#	1	1.0	1.0	19	196.3904467369941	3156	1856	0.5	None	167	167
#	#	#	0	1	#	1	0.0307835904640657	0.4984984984984985	1	149.5977109637301	3175	1863	0.3333333333333333	None	166	333
0	0	0	#	#	#	0	1.0	1.0	15	144.40021063371532	3171	1874	0.5	None	166	166
0	#	#	1	#	1	1	0.23020027395048778	0.7454545454545455	3	176.77722354087646	3156	1876	0.5	None	123	165
0	#	1	1	1	#	1	1.0	1.0	2	207.22084464179318	3136	1943	0.6666666666666666	None	78	78
1	0	0	#	1	#	0	0.0	0.0	1	134.04511826797602	1950	1950	0.6666666666666666	None	0	76
#	1	1	#	#	0	1	0.0011083501001765608	0.2564102564102564	1	180.4288280719575	2991	1962	0.5	None	40	156
0	#	0	1	#	#	0	0.03125	0.5	1	170.52067702344215	2997	2002	0.5	None	75	150
0	#	1	1	0	1	1	1.0	1.0	2	182.85249399575423	3156	2004	0.8333333333333334	None	37	37
1	#	#	1	1	1	0	0.0	0.0	1	177.91732764773298	2009	2009	0.6666666666666666	None	0	75
1	#	1	#	1	0	1	0.03125	0.5	1	149.48218431143715	2384	2034	0.6666666666666666	None	36	72
#	1	#	1	#	1	1	1.0	1.0	21	196.9037628809097	3181	2056	0.5	None	143	143
#	1	#	0	1	#	0	0.24292777168314117	0.7535211267605634	1	146.71849007082693	3164	2067	0.5	None	107	142
#	1	#	#	#	0	1	0.001086595154427029	0.25539568345323743	3	187.41836168682227	3190	2090	0.3333333333333333	None	71	278
0	#	#	1	#	0	1	0.23447292177300055	0.7482014388489209	1	189.15713433348074	3190	2095	0.5	None	104	139
#	#	#	1	1	#	1	0.2343894319142217	0.7481481481481481	2	174.72273824118787	3181	2118	0.3333333333333333	None	202	270
1	#	0	#	1	#	0	0.0010144092976353194	0.25190839694656486	2	157.11140066740742	3153	2142	0.5	None	33	131
#	#	1	1	1	#	1	0.5100306659634899	0.8740157480314961	2	191.0169742627038	3136	2176	0.5	None	111	127
#	1	#	0	1	1	0	0.03125	0.5	1	124.4149030830893	3027	2195	0.6666666666666666	None	31	62
1	0	#	#	#	0	0	0.03389684629935409	0.5081967213114754	1	173.08378212786306	3192	2203	0.5	None	62	122
0	#	#	1	0	#	1	0.22796316485222398	0.744	3	186.4799094699716	3190	2223	0.5	None	93	125
1	#	0	#	#	#	0	0.03190374303770491	0.5020746887966805	1	188.02775338396992	3192	2231	0.3333333333333333	None	121	241
0	0	0	#	#	#	1	0.0	0.0	1	144.40021063378103	2243	2243	0.5	None	0	119
0	1	#	0	#	#	0	1.0	1.0	14	140.13703194828304	3164	2259	0.5	None	116	116
#	0	#	#	#	#	0	0.03125	0.5	2	161.52283139084258	3192	2262	0.16666666666666666	None	234	468
0	#	1	0	#	1	1	0.03125	0.5	1	138.64951746029524	3180	2284	0.6666666666666666	None	28	56
#	0	0	0	#	0	0	0.25126003423796484	0.7586206896551724	1	173.90789934810888	3192	2291	0.6666666666666666	None	44	58
0	#	#	1	0	1	1	0.23020027395048778	0.7454545454545455	2	180.92167212863302	3156	2324	0.6666666666666666	None	41	55
1	1	#	0	#	0	1	0.0	0.0	1	181.1007001124543	2359	2359	0.6666666666666666	None	0	52
0	0	#	#	#	#	0	0.03125	0.5	1	151.03236850742255	3171	2367	0.3333333333333333	None	104	208
0	1	#	0	1	1	1	0.0	0.0	1	113.89243631468277	2387	2387	0.8333333333333334	None	0	25
1	0	#	#	#	#	0	0.03125	0.5	2	176.1945289871916	3192	2390	0.3333333333333333	None	100	200
1	#	0	#	1	#	1	0.23333647121053863	0.7474747474747475	2	157.1114006720789	3181	2398	0.5	None	74	99
1	0	#	#	#	1	1	0.0328604910254172	0.5050505050505051	1	164.50100765040474	3166	2398	0.5	None	50	99
#	1	#	0	#	#	0	0.2394502855336046	0.7513513513513513	5	150.74315043587228	3164	2451	0.3333333333333333	None	139	185
0	#	0	0	1	#	0	1.0	1.0	2	125.7538430036278	3164	2499	0.6666666666666666	None	43	43
1	0	0	#	#	#	1	0.03125	0.5	3	177.2064689443702	3166	2502	0.5	None	43	86
1	#	#	#	1	1	1	1.0	1.0	12	163.29995768179896	3181	2541	0.5	None	80	80
0	#	#	0	0	#	0	0.22733534048886378	0.7435897435897436	2	152.35328872687563	3171	2570	0.5	None	58	78
0	1	1	#	0	#	1	0.0357074950308936	0.5135135135135135	1	176.9753762461993	3156	2580	0.6666666666666666	None	19	37
#	#	0	0	1	0	0	0.2373046875	0.75	1	149.28546946478298	3164	2623	0.6666666666666666	None	27	36
#	0	0	#	1	#	1	0.03125	0.5	2	131.86163327988737	3166	2630	0.5	None	35	70
